"コード","銘柄名","市場","現在値","前日比(%)","ベータ(対TOPIX)"
"3633","ＧＭＯペパボ","東S","1800","-29.0(-1.59%)","0.77"
"3634","ソケッツ","東S","618","+10.0(+1.64%)","0.63"
"3635","コーエーテクモＨＬＤＧ","東P","1492.5","-25.5(-1.68%)","0.61"
"3636","三菱総合研究所","東P","4530","-50.0(-1.09%)","0.82"
"3639","ボルテージ","東S","232","+1.0(+0.43%)","0.61"
"3640","電算","東S","2453","-500.0(-16.93%)","0.50"
"3641","パピレス","東S","967","-5.0(-0.51%)","0.34"
"3645","メディカルネット","東G","296","-4.0(-1.33%)","0.52"
"3646","駅探","東S","328","+1.0(+0.31%)","0.68"
"3647","アスリナ","東S","113","-3.0(-2.59%)","0.78"
"3648","ＡＧＳ","東S","1064","+0.0(+0.00%)","0.75"
"3649","ファインデックス","東P","751","-23.0(-2.97%)","0.65"
"3652","ディジタルメディアプロ","東G","3795","+475.0(+14.31%)","1.41"
"3653","モルフォ","東G","667","-10.0(-1.48%)","1.04"
"3656","ＫＬａｂ","東P","304","+29.0(+10.55%)","1.09"
"3657","ポールトゥウィンＨＬＤＧ","東P","294","+1.0(+0.34%)","0.94"
"3659","ネクソン","東P","2190.5","-52.5(-2.34%)","0.84"
"3660","アイスタイル","東P","388","-4.0(-1.02%)","1.20"
"3661","エムアップＨＬＤＧ","東P","646","-67.0(-9.40%)","0.94"
"3662","エイチームＨＬＤＧ","東P","983","-15.0(-1.50%)","0.81"
"3663","セルシス","東P","1444","+0.0(+0.00%)","0.92"
"3664","ＷＩＺＥ","東G","28","-5.0(-15.15%)","1.24"
"3665","エニグモ","東P","370","+0.0(+0.00%)","0.74"
"3667","ｅｎｉｓｈ","東S","40","-2.0(-4.76%)","1.16"
"3668","コロプラ","東P","377","-4.0(-1.05%)","0.68"
"3670","協立情報通信","東S","1554","+3.0(+0.19%)","0.26"
"3671","ソフトマックス","東S","304","+2.0(+0.66%)","0.71"
"3672","オルトプラス","東S","32","-1.0(-3.03%)","1.06"
"3673","ブロードリーフ","東P","950","+0.0(+0.00%)","0.78"
"3674","オークファン","東G","329","+2.0(+0.61%)","0.73"
"3675","クロス・マーケティンググループ","東S","582","-1.0(-0.17%)","0.95"
"3676","デジタルハーツＨＬＤＧ","東P","740","-19.0(-2.50%)","0.87"
"3678","メディアドゥ","東P","1190","-19.0(-1.57%)","0.67"
"3679","じげん","東P","405","-1.0(-0.25%)","0.89"
"3680","ホットリンク","東G","207","-11.0(-5.05%)","1.23"
"3681","ブイキューブ","東P","21","-3.0(-12.50%)","0.85"
"3682","エンカレッジ・テクノロジ","東S","576","-19.0(-3.19%)","0.49"
"3683","サイバーリンクス","東S","1100","+34.0(+3.19%)","0.77"
"3686","ディー・エル・イー","東S","94","-1.0(-1.05%)","1.33"
"3687","フィックスターズ","東P","1624","+70.0(+4.50%)","1.36"
"3690","イルグルム","東S","534","-7.0(-1.29%)","0.45"
"3691","デジタルプラス","東G","1668","-307.0(-15.54%)","0.87"
"3692","ＦＦＲＩセキュリティ","東G","6270","-610.0(-8.87%)","1.21"
"3694","オプティム","東P","394","-49.0(-11.06%)","0.91"
"3695","ＧＭＯプロダクトプラットフォー","東G","1715","-34.0(-1.94%)","0.58"
"3696","セレス","東P","1888","-26.0(-1.36%)","1.29"
"3697","ＳＨＩＦＴ","東P","643.3","+14.5(+2.31%)","0.79"
"3698","ＣＲＩ・ミドルウェア","東S","1051","+41.0(+4.06%)","0.81"
"3708","特種東海製紙","東P","1660","-54.0(-3.15%)","0.49"
"3710","ジョルダン","東S","606","-3.0(-0.49%)","0.10"
"3712","情報企画","東S","1088","-6.0(-0.55%)","0.52"
"3719","ＡＩストーム","東S","186","-17.0(-8.37%)","1.06"
"3723","日本ファルコム","東G","2544","+24.0(+0.95%)","0.48"
"3726","フォーシーズＨＤ","東S","404","-58.0(-12.55%)","0.68"
"3727","アプリックス","東G","147","+0.0(+0.00%)","1.16"
"3733","ソフトウェア・サービス","東S","11340","+110.0(+0.98%)","0.66"
"3739","コムシード","名N","133","+0.0(+0.00%)","0.87"
"3741","セック","東P","3740","+10.0(+0.27%)","1.10"
"3744","サイオス","東S","522","-9.0(-1.69%)","0.89"
"3747","インタートレード","東S","515","-14.0(-2.65%)","1.13"
"3750","ＡＤＲ１２０Ｓ","東S","804","-4.0(-0.50%)","0.21"
"3753","フライトソリューションズ","東S","150","-15.0(-9.09%)","0.89"
"3758","アエリア","東S","243","-3.0(-1.22%)","0.95"
"3760","ケイブ","東S","604","+9.0(+1.51%)","1.16"
"3762","テクマトリックス","東P","1821","+28.0(+1.56%)","0.49"
"3763","プロシップ","東P","1554","-76.0(-4.66%)","0.66"
"3765","ガンホー・オンライン","東P","2460","-26.0(-1.05%)","0.60"
"3766","システムズ・デザイン","東S","1297","-1.0(-0.08%)","0.50"
"3768","リスクモンスター","東S","567","-1.0(-0.18%)","0.43"
"3769","ＧＭＯペイメントゲートウェイ","東P","8774.0","+1,500.0(+20.62%)","0.75"
"3771","システムリサーチ","東P","1736","+2.0(+0.12%)","0.82"
"3772","ウェルス・マネジメント","東S","1069","+3.0(+0.28%)","0.72"
"3773","アドバンスト・メディア","東G","974","+81.0(+9.07%)","0.93"
"3774","インターネットイニシアティブ","東P","3090.0","+55.0(+1.81%)","0.55"
"3775","ガイアックス","名N","433","-5.0(-1.14%)","0.46"
"3776","ブロードバンドタワー","東S","246","-4.0(-1.60%)","1.21"
"3777","環境フレンドリーＨＬＤＧ","東G","50","-6.0(-10.71%)","1.28"
"3778","さくらインターネット","東P","3070","+10.0(+0.33%)","1.15"
"3779","ジェイ・エスコムＨＬＤＧ","東S","150","+5.0(+3.45%)","1.31"
"377A","エージェントＩＧＨＬＤＧ","名M","1055","+150.0(+16.57%)","0.22"
"3787","テクノマセマティカル","東S","357","+4.0(+1.13%)","0.68"
"3788","ＧＭＯグローバルサイン・ＨＬＤ","東P","1864","-42.0(-2.20%)","1.14"
"3791","ＩＧポート","東S","1374","-13.0(-0.94%)","0.64"
"3793","ドリコム","東G","466","+7.0(+1.53%)","1.07"
"3796","いい生活","東S","278","-9.0(-3.14%)","0.53"
"3798","ＵＬＳグループ","東S","508","-9.0(-1.74%)","0.73"
"3799","キーウェアソリューションズ","東S","1037","-13.0(-1.24%)","0.81"
"3800","ユニリタ","東S","1879","-10.0(-0.53%)","0.07"
"3802","エコミック","東S","471","+0.0(+0.00%)","0.36"
"3803","イメージ情報開発","東G","577","-22.0(-3.67%)","0.48"
"3804","システム　ディ","東S","471","-2.0(-0.42%)","0.19"
"3807","フィスコ","東G","99","+3.0(+3.13%)","1.17"
"3808","オーケーウェブ","名N","36","+0.0(+0.00%)","0.57"
"3810","サイバーステップ　ＨＬＤＧ","東S","354","-21.0(-5.60%)","1.29"
"3815","メディア工房","東G","444","-2.0(-0.45%)","0.52"
"3816","大和コンピューター","東S","1140","+6.0(+0.53%)","0.34"
"3817","ＳＲＡ　ＨＬＤＧ","東P","4675","-65.0(-1.37%)","0.66"
"3823","ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ","東S","36","-2.0(-5.26%)","0.99"
"3824","メディアファイブ","福Q","683","-4.0(-0.58%)","-0.05"
"3825","リミックスポイント","東S","202","-6.0(-2.88%)","1.32"
"3826","システムインテグレータ","東S","451","+1.0(+0.22%)","0.63"
"3834","朝日ネット","東P","606","-6.0(-0.98%)","0.36"
"3835","ｅＢＡＳＥ","東P","386","-38.0(-8.96%)","0.77"
"3836","アバントグループ","東P","1171","-1.0(-0.09%)","0.40"
"3837","アドソル日進","東P","1500","-17.0(-1.12%)","0.90"
"3839","ＯＤＫソリューションズ","東S","620","+4.0(+0.65%)","0.19"
"3840","パス","東S","58","+3.0(+5.45%)","1.22"
"3841","ジーダット","東S","1231","-44.0(-3.45%)","0.62"
"3842","ネクストジェン","東S","1000","+8.0(+0.81%)","0.69"
"3843","フリービット","東P","1421","+7.0(+0.50%)","0.99"
"3844","コムチュア","東P","1285","-19.0(-1.46%)","0.89"
"3845","アイフリークモバイル","東S","250","+2.0(+0.81%)","0.73"
"3848","データ・アプリケーション","東S","893","+12.0(+1.36%)","0.40"
"3849","日本テクノ・ラボ","札A","618","+40.0(+6.92%)","0.09"
"3850","エヌ・ティ・ティ・データ・イン","東S","2678","+21.0(+0.79%)","0.66"
"3851","日本一ソフトウェア","東S","830","+0.0(+0.00%)","0.37"
"3853","アステリア","東P","1789","+265.0(+17.39%)","1.31"
"3854","アイル","東P","2398","+54.0(+2.30%)","0.66"
"3856","Ａｂａｌａｎｃｅ","東S","506","-12.0(-2.32%)","1.21"
"3858","ユビキタスＡＩ","東S","339","-3.0(-0.88%)","1.20"
"3861","王子ＨＬＤＧ","東P","810.0","-47.0(-5.48%)","0.50"
"3863","日本製紙","東P","1474","+24.0(+1.66%)","0.56"
"3864","三菱製紙","東P","1036","+27.0(+2.68%)","1.01"
"3865","北越コーポレーション","東P","831","-61.0(-6.84%)","0.51"
"3877","中越パルプ工業","東P","1969","-56.0(-2.77%)","0.61"
"3878","巴川","東S","924","+8.0(+0.87%)","1.04"
"3880","大王製紙","東P","959","-10.0(-1.03%)","0.64"
"3891","ニッポン高度紙工業","東S","6430","+330.0(+5.41%)","1.23"
"3892","岡山製紙","東S","1733","+0.0(+0.00%)","0.56"
"3895","ハビックス","東S","413","-2.0(-0.48%)","0.49"
"3896","阿波製紙","東S","431","+24.0(+5.90%)","0.96"
"3900","クラウドワークス","東G","554","-11.0(-1.95%)","0.65"
"3901","マークラインズ","東P","1324","-129.0(-8.88%)","0.82"
"3903","ｇｕｍｉ","東P","303","-9.0(-2.88%)","1.39"
"3904","カヤック","東G","417","-8.0(-1.88%)","0.81"
"3905","データセクション","東G","2843","+500.0(+21.34%)","1.35"
"3907","シリコンスタジオ","東S","913","-39.0(-4.10%)","0.63"
"3908","コラボス","東S","300","-6.0(-1.96%)","0.42"
"3909","ショーケース","東S","228","+4.0(+1.79%)","0.62"
"3910","エムケイシステム","東S","283","-7.0(-2.41%)","0.70"
"3911","Ａｉｍｉｎｇ","東G","177","-4.0(-2.21%)","1.06"
"3912","モバイルファクトリー","東S","1075","-35.0(-3.15%)","0.59"
"3913","ＧｒｅｅｎＢｅｅ","東S","1120","+9.0(+0.81%)","0.89"
"3914","ＪＩＧ―ＳＡＷ","東G","2694","-55.0(-2.00%)","0.66"
"3915","テラスカイ","東P","1909","-12.0(-0.62%)","1.24"
"3916","デジタル・インフォメーション","東P","886","-6.0(-0.67%)","0.80"
"3917","アイリッジ","東G","449","-1.0(-0.22%)","0.72"
"3918","ＰＣＩ　ＨＬＤＧ","東S","1197","+56.0(+4.91%)","0.87"
"3920","アイビーシー","東S","989","-12.0(-1.20%)","0.80"
"3921","ネオジャパン","東P","1571","+1.0(+0.06%)","0.72"
"3922","ＰＲ　ＴＩＭＥＳ","東P","2265","+13.0(+0.58%)","0.64"
"3923","ラクス","東P","832.4","+22.4(+2.77%)","0.83"
"3925","ダブルスタンダード","東P","1182","-22.0(-1.83%)","0.95"
"3926","オープンドア","東S","279","-7.0(-2.45%)","0.89"
"3927","フーバーブレイン","東S","996","-4.0(-0.40%)","1.11"
"3928","マイネット","東S","260","-22.0(-7.80%)","1.23"
"3929","ソーシャルワイヤー","東G","367","+18.0(+5.16%)","0.88"
"3930","はてな","東G","927","+6.0(+0.65%)","0.49"
"3931","バリューゴルフ","東G","1815","-1.0(-0.06%)","0.36"
"3932","アカツキ","東P","2969","-25.0(-0.84%)","0.73"
"3933","チエル","東S","593","-128.0(-17.75%)","0.62"
"3934","ベネフィットジャパン","東S","2158","+1.0(+0.05%)","0.52"
"3935","エディア","東S","626","-21.0(-3.25%)","1.08"
"3936","グローバルウェイ","東G","174","+13.0(+8.07%)","1.28"
"3937","Ｕｂｉｃｏｍ　ＨＬＤＧ","東S","1003","-22.0(-2.15%)","0.99"
"3939","カナミックネットワーク","東P","509","-6.0(-1.17%)","0.72"
"3940","ノムラシステムコーポレーション","東S","123","+2.0(+1.65%)","0.64"
"3941","レンゴー","東P","1384.5","-19.5(-1.39%)","0.72"
"3943","大石産業","東S","1272","-49.0(-3.71%)","0.25"
"3944","古林紙工","東S","2373","+0.0(+0.00%)","0.31"
"3945","スーパーバッグ","東S","2144","-49.0(-2.23%)","0.68"
"3946","トーモク","東P","3905","-40.0(-1.01%)","0.67"
"3947","ダイナパック","東S","2200","-60.0(-2.65%)","0.49"
"3948","光ビジネスフォーム","東S","1156","+5.0(+0.43%)","0.34"
"3950","ザ・パック","東P","1323","-1.0(-0.08%)","0.60"
"3951","朝日印刷","東S","852","-4.0(-0.47%)","0.36"
"3953","大村紙業","東S","740","+0.0(+0.00%)","0.55"
"3954","昭和パックス","東S","3025","-55.0(-1.79%)","0.56"
"3955","イムラ","東S","780","+9.0(+1.17%)","0.32"
"3958","笹徳印刷","東S","552","-1.0(-0.18%)","0.49"
"3962","チェンジＨＬＤＧ","東P","933","+7.0(+0.76%)","1.09"
"3963","シンクロ・フード","東P","369","-13.0(-3.40%)","0.73"
"3964","オークネット","東P","1435","-38.0(-2.58%)","0.87"
"3965","キャピタル・アセット・プランニ","東S","845","-25.0(-2.87%)","0.51"
"3967","エルテス","東G","596","+0.0(+0.00%)","0.73"
"3968","セグエグループ","東P","561","-9.0(-1.58%)","0.76"
"3969","エイトレッド","東S","1377","-9.0(-0.65%)","0.49"
"3970","イノベーション","東G","819","+0.0(+0.00%)","0.57"
"3974","ＳＣＡＴ","東S","571","-5.0(-0.87%)","0.53"
"3976","シャノン","東G","432","+45.0(+11.63%)","0.71"
"3977","フュージョン","札A","494","-8.0(-1.59%)","0.33"
"3979","うるる","東G","351","+5.0(+1.45%)","0.67"
"3981","ビーグリー","東S","1242","-44.0(-3.42%)","0.54"
"3983","オロ","東P","1986","+36.0(+1.85%)","0.75"
"3984","ユーザーローカル","東P","1706","+4.0(+0.24%)","1.28"
"3985","テモナ","東S","180","-2.0(-1.10%)","0.73"
"3986","ビーブレイクシステムズ","東S","528","+1.0(+0.19%)","0.25"
"3987","エコモット","東G","556","+3.0(+0.54%)","0.91"
"3988","ＳＹＳ　ＨＬＤＧ","東S","546","-1.0(-0.18%)","0.64"
"3989","シェアリングテクノロジー","東G","1017","-87.0(-7.88%)","0.65"
"3991","ウォンテッドリー","東G","995","-28.0(-2.74%)","0.47"
"3992","ニーズウェル","東P","424","-6.0(-1.40%)","1.17"
"3993","ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇ","東P","2880","-22.0(-0.76%)","1.34"
"3994","マネーフォワード","東P","4052.0","-363.0(-8.22%)","0.71"
"3996","サインポスト","東S","217","+7.0(+3.33%)","0.97"
"3997","トレードワークス","東S","303","-6.0(-1.94%)","0.97"
"3998","すららネット","東G","313","-1.0(-0.32%)","0.57"
"4004","レゾナック・ＨＬＤＧ","東P","16690.0","-510.0(-2.97%)","1.51"
"4005","住友化学","東P","603.8","-19.8(-3.18%)","0.90"
"4008","住友精化","東P","1243","-17.0(-1.35%)","0.86"
"4011","ヘッドウォータース","東G","2402","+311.0(+14.87%)","1.30"
"4012","アクシス","東S","1603","-3.0(-0.19%)","0.81"
"4013","勤次郎","東G","646","+30.0(+4.87%)","0.95"
"4014","カラダノート","東G","392","+0.0(+0.00%)","0.68"
"4015","ペイクラウドＨＬＤＧ","東G","465","-3.0(-0.64%)","0.87"
"4016","ＭＩＴ　ＨＬＤＧ","東S","889","-11.0(-1.22%)","0.47"
"4017","クリーマ","東G","216","+0.0(+0.00%)","0.89"
"4018","Ｇｅｏｌｏｃａｔｉｏｎ　Ｔｅｃ","福Q","1140","-3.0(-0.26%)","0.17"
"4019","スタメン","東G","569","-59.0(-9.39%)","0.89"
"4020","ビートレンド","東G","680","+0.0(+0.00%)","0.43"
"4021","日産化学","東P","7355.0","+121.0(+1.67%)","0.81"
"4022","ラサ工業","東P","2040","-8.0(-0.39%)","1.19"
"4023","クレハ","東P","3715","-120.0(-3.13%)","0.77"
"4025","多木化学","東P","5320","-130.0(-2.39%)","0.87"
"4026","神島化学工業","東S","1859","-85.0(-4.37%)","1.25"
"4027","テイカ","東P","2030","-17.0(-0.83%)","1.15"
"4028","石原産業","東P","2759","-19.0(-0.68%)","1.23"
"4031","片倉コープアグリ","東S","1380","+27.0(+2.00%)","0.45"
"4040","南海化学","東S","3995","+205.0(+5.41%)","1.11"
"4041","日本曹達","東P","3545","+85.0(+2.46%)","0.68"
"4042","東ソー","東P","2580.0","-47.0(-1.79%)","0.90"
"4043","トクヤマ","東P","4418.0","-227.0(-4.89%)","0.91"
"4044","セントラル硝子","東P","3985","+40.0(+1.01%)","0.93"
"4045","東亞合成","東P","1746.5","-2.0(-0.11%)","0.72"
"4046","大阪ソーダ","東P","1843","+12.0(+0.66%)","0.89"
"4047","関東電化工業","東P","2550","+500.0(+24.39%)","1.18"
"4051","ＧＭＯ　フィナンシャルゲート","東P","5270","-300.0(-5.39%)","0.90"
"4052","フィーチャ","東G","274","+8.0(+3.01%)","0.75"
"4053","Ｓｕｎ　Ａｓｔｅｒｉｓｋ","東P","504","+59.0(+13.26%)","1.05"
"4054","日本情報クリエイト","東G","513","-3.0(-0.58%)","1.04"
"4055","ティアンドエスグループ","東G","2307","+252.0(+12.26%)","1.43"
"4056","ニューラルグループ","東G","261","-9.0(-3.33%)","1.11"
"4057","インターファクトリー","東G","382","-3.0(-0.78%)","0.45"
"4058","トヨクモ","東G","1906","-37.0(-1.90%)","1.03"
"4059","まぐまぐ","東S","358","-32.0(-8.21%)","0.70"
"4060","ｒａｋｕｍｏ","東G","1073","+14.0(+1.32%)","0.89"
"4061","デンカ","東P","3750.0","-126.0(-3.25%)","1.03"
"4062","イビデン","東P","15635.0","-25.0(-0.16%)","1.67"
"4063","信越化学工業","東P","7013.0","-92.0(-1.29%)","1.18"
"4064","日本カーバイド工業","東P","2929","-28.0(-0.95%)","1.04"
"4068","ベイシス","東G","1755","+24.0(+1.39%)","0.39"
"4069","ＢｌｕｅＭｅｍｅ","東G","860","-21.0(-2.38%)","0.94"
"4071","プラスアルファコンサルティング","東P","2301","+5.0(+0.22%)","0.85"
"4072","電算システムＨＬＤＧ","東P","2788","-31.0(-1.10%)","0.81"
"4073","ジィ・シィ企画","東G","494","-1.0(-0.20%)","0.73"
"4074","ラキール","東G","708","+8.0(+1.14%)","1.03"
"4075","ブレインズテクノロジー","東G","1165","-17.0(-1.44%)","0.86"
"4076","シイエヌエス","東G","1737","-21.0(-1.19%)","0.46"
"4078","堺化学工業","東P","3335","-95.0(-2.77%)","1.03"
"4082","第一稀元素化学工業","東P","2166","-22.0(-1.01%)","1.02"
"4088","エア・ウォーター","東P","2302","+19.0(+0.83%)","0.87"
"4091","日本酸素ＨＤ","東P","5994.0","-122.0(-1.99%)","1.04"
"4092","日本化学工業","東P","3655","-80.0(-2.14%)","1.29"
"4093","東邦アセチレン","東S","377","-6.0(-1.57%)","0.69"
"4094","日本化学産業","東S","2062","-35.0(-1.67%)","0.55"
"4095","日本パーカライジング","東P","1492","-39.0(-2.55%)","0.85"
"4097","高圧ガス工業","東P","1077","-43.0(-3.84%)","0.75"
"4098","チタン工業","東S","983","-30.0(-2.96%)","0.55"
"4099","四国化成ＨＬＤＧ","東P","5820","-60.0(-1.02%)","1.15"
"4100","戸田工業","東S","1482","-56.0(-3.64%)","1.10"
"4102","丸尾カルシウム","東S","1425","+0.0(+0.00%)","0.16"
"4107","伊勢化学工業","東S","4250","-155.0(-3.52%)","1.15"
"4109","ステラ　ケミファ","東P","6680","+680.0(+11.33%)","0.97"
"4112","保土谷化学工業","東P","2314","-240.0(-9.40%)","1.14"
"4113","田岡化学工業","東S","777","-66.0(-7.83%)","1.10"
"4114","日本触媒","東P","2036.5","-60.5(-2.89%)","0.65"
"4116","大日精化工業","東P","1062","-42.0(-3.80%)","0.87"
"4118","カネカ","東P","5320.0","-35.0(-0.65%)","0.84"
"4119","日本ピグメントＨＬＤＧ","東S","6050","+390.0(+6.89%)","0.60"
"4120","スガイ化学工業","東S","2384","+85.0(+3.70%)","0.36"
"4124","大阪油化工業","東S","2551","-99.0(-3.74%)","0.44"
"4125","三和油化工業","東S","3135","-700.0(-18.25%)","1.06"
"4151","協和キリン","東P","2305.5","-64.5(-2.72%)","0.51"
"4165","プレイド","東G","525","+7.0(+1.35%)","0.89"
"4166","かっこ","東G","657","-15.0(-2.23%)","0.71"
"4167","ココペリ","東G","301","+5.0(+1.69%)","0.93"
"4168","ヤプリ","東G","728","-3.0(-0.41%)","1.04"
"4169","ＥＮＥＣＨＡＮＧＥ","東G","281","-13.0(-4.42%)","1.25"
"416A","富士ユナイトＨＬＤＧ","東S","1125","-70.0(-5.86%)","0.70"
"4170","Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ","東G","138","-22.0(-13.75%)","1.17"
"4171","グローバルインフォメーション","東S","1236","+1.0(+0.08%)","0.58"
"4172","Ｈｉクラテス","東S","2300","+0.0(+0.00%)","0.64"
"4174","アピリッツ","東S","624","-9.0(-1.42%)","0.51"
"4175","ｃｏｌｙ","東G","1696","+25.0(+1.50%)","0.91"
"4176","ココナラ","東G","257","+0.0(+0.00%)","1.22"
"4177","Ｉ−ＰＬＵＧ","東G","1519","+2.0(+0.13%)","0.68"
"4178","Ｓｈａｒｉｎｇ　Ｉｎｎｏｖａｔ","東G","535","+7.0(+1.33%)","0.43"
"4179","ジーネクスト","東G","307","+8.0(+2.68%)","0.61"
"417A","ブルーゾーン　ＨＬＤＧ","東P","1743.0","-32.0(-1.80%)","0.22"
"4180","Ａｐｐｉｅｒ　Ｇｒｏｕｐ","東P","973","+6.0(+0.62%)","1.10"
