
信用決済明細

取引区分指定,指定銘柄,決済開始年月日,決済終了年月日,明細数,明細指定開始,明細指定終了
"指定なし","指定なし","2025年09月26日","2026年06月06日","1544","1","1544"

決済損益合計
+6576901

（注）明細数および合計金額はご指定された期間の合計です。

決済日,銘柄,銘柄コード,決済市場,取引,期限,預り,課税,建市場,建日,買/売建,決済数量,建単価,決済単価,建代金,決済代金,新規建手数料,決済手数料,管理費,貸株料,金利,日数,逆日歩,消費税,書換料,諸費用計,受渡日,受渡金額/決済損益
"2025/09/26","ＶＴホールディングス","7593 ","PTS（X）","信用返済買","6ヶ月","特定","申告","東証","2025/09/26","売建","100","496","496.5","49600","49650","--","--","--","1","--","1","--","--","--","1","2025/09/30","-51"
"2025/10/22","ルネサスエレクトロニクス","6723 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/10/16","買建","200","1932.5","1953.5","386500","390700","--","--","--","--","148","5","--","--","--","148","2025/10/24","+4052"
"2025/10/28","楽天グループ","4755 ","PTS（O）","信用返済売","無期限","特定","申告","東証","2025/10/24","買建","100","993.5","990.7","99350","99070","--","--","--","--","22","3","--","--","--","22","2025/10/30","-302"
"2025/10/28","キヤノン電子","7739 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/10/27","買建","100","2832","2650.1","283200","265010","--","--","--","--","43","2","--","--","--","43","2025/10/30","-18233"
"2025/10/30","ＮＥＸＴ　ＦＵＮＤＳ　日経平均レバレッジ・インデックス連動型","1570 ","PTS（X）","信用返済買","6ヶ月","特定","申告","東証","2025/10/27","売建","2","43560","44840","87120","89680","--","--","--","18","--","7","50","--","--","68","2025/11/04","-2628"
"2025/10/30","ＮＥＸＴ　ＦＵＮＤＳ　日経平均レバレッジ・インデックス連動型","1570 ","PTS（X）","信用返済買","6ヶ月","特定","申告","東証","2025/10/27","売建","10","43560","44840","435600","448400","--","--","--","91","--","7","250","--","--","341","2025/11/04","-13141"
"2025/10/31","さくらインターネット","3778 ","東証","信用返済売","無期限","特定","申告","東証","2025/10/28","買建","100","3300","3440","330000","344000","--","--","--","--","177","7","--","--","--","177","2025/11/05","+13823"
"2025/10/31","さくらインターネット","3778 ","東証","信用返済売","無期限","特定","申告","東証","2025/10/22","買建","100","3355","3440","335500","344000","--","--","--","--","334","13","--","--","--","334","2025/11/05","+8166"
"2025/10/31","ＩＨＩ","7013 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/10/22","買建","100","3021","3203.4","302100","320340","--","--","--","--","301","13","--","--","--","301","2025/11/05","+17939"
"2025/10/31","ＮＥＸＴ　ＦＵＮＤＳ　日経平均レバレッジ・インデックス連動型","1570 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/10/30","買建","12","45110","46520","541320","558240","--","--","--","--","83","2","--","--","--","83","2025/11/05","+16837"
"2025/11/04","日本精線","5659 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/10/31","買建","100","1110","1101.4","111000","110140","--","--","--","--","17","2","--","--","--","17","2025/11/06","-877"
"2025/11/04","日本精線","5659 ","PTS（J）","信用返済売","無期限","特定","申告","東証","2025/10/31","買建","100","1110","1101.2","111000","110120","--","--","--","--","17","2","--","--","--","17","2025/11/06","-897"
"2025/11/04","日本精線","5659 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/10/31","買建","100","1109","1101.7","110900","110170","--","--","--","--","17","2","--","--","--","17","2025/11/06","-747"
"2025/11/04","日本精線","5659 ","PTS（O）","信用返済売","無期限","特定","申告","東証","2025/10/31","買建","100","1109","1101.7","110900","110170","--","--","--","--","17","2","--","--","--","17","2025/11/06","-747"
"2025/11/04","日本精線","5659 ","PTS（O）","信用返済売","無期限","特定","申告","東証","2025/10/31","買建","100","1110","1101.6","111000","110160","--","--","--","--","17","2","--","--","--","17","2025/11/06","-857"
"2025/11/04","京阪ホールディングス","9045 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/10/16","買建","100","3392","3123.6","339200","312360","--","--","--","--","468","18","--","--","--","468","2025/11/06","-27308"
"2025/11/04","アジア航測","9233 ","東証","信用返済売","無期限","特定","申告","東証","2025/10/31","買建","100","1165","1146","116500","114600","--","--","--","--","17","2","--","--","--","17","2025/11/06","-1917"
"2025/11/04","アジア航測","9233 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/10/31","買建","100","1162","1146.6","116200","114660","--","--","--","--","17","2","--","--","--","17","2025/11/06","-1557"
"2025/11/04","アジア航測","9233 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/10/31","買建","100","1164","1146.5","116400","114650","--","--","--","--","17","2","--","--","--","17","2025/11/06","-1767"
"2025/11/04","アジア航測","9233 ","PTS（O）","信用返済売","無期限","特定","申告","東証","2025/10/31","買建","100","1163","1146.5","116300","114650","--","--","--","--","17","2","--","--","--","17","2025/11/06","-1667"
"2025/11/04","アジア航測","9233 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/10/31","買建","100","1164","1146.3","116400","114630","--","--","--","--","17","2","--","--","--","17","2025/11/06","-1787"
"2025/11/04","ＮＥＸＴ　ＦＵＮＤＳ　日経平均レバレッジ・インデックス連動型","1570 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/10/31","買建","15","46940","46105","704100","691575","--","--","--","--","108","2","--","--","--","108","2025/11/06","-12633"
"2025/11/06","コムシスホールディングス","1721 ","PTS（O）","信用返済売","無期限","特定","申告","東証","2025/11/05","買建","100","4040","4115.1","404000","411510","--","--","--","--","123","4","--","--","--","123","2025/11/10","+7387"
"2025/11/06","淺沼組","1852 ","PTS（J）","信用返済売","無期限","特定","申告","東証","2025/10/16","買建","100","888","906.5","88800","90650","--","--","--","--","149","22","--","--","--","149","2025/11/10","+1701"
"2025/11/06","淺沼組","1852 ","PTS（J）","信用返済売","無期限","特定","申告","東証","2025/10/27","買建","100","911","906.5","91100","90650","--","--","--","--","90","13","--","--","--","90","2025/11/10","-540"
"2025/11/06","淺沼組","1852 ","PTS（J）","信用返済売","無期限","特定","申告","東証","2025/10/16","買建","200","888","906.6","177600","181320","--","--","--","--","299","22","--","--","--","299","2025/11/10","+3421"
"2025/11/06","淺沼組","1852 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/10/16","買建","200","888","906.6","177600","181320","--","--","--","--","299","22","--","--","--","299","2025/11/10","+3421"
"2025/11/06","豆蔵","202A ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/05","買建","100","2874","2788.7","287400","278870","--","--","--","--","88","4","--","--","--","88","2025/11/10","-8618"
"2025/11/06","ブレインパッド","3655 ","PTS（J）","信用返済売","無期限","特定","申告","東証","2025/10/20","買建","100","1353","2694.2","135300","269420","--","--","--","--","207","20","--","--","--","207","2025/11/10","+133913"
"2025/11/06","ブレインパッド","3655 ","PTS（J）","信用返済売","無期限","特定","申告","東証","2025/10/20","買建","100","1353","2694.5","135300","269450","--","--","--","--","207","20","--","--","--","207","2025/11/10","+133943"
"2025/11/06","ブレインパッド","3655 ","PTS（J）","信用返済売","無期限","特定","申告","東証","2025/10/20","買建","100","1353","2694.1","135300","269410","--","--","--","--","207","20","--","--","--","207","2025/11/10","+133903"
"2025/11/07","ユーザーローカル","3984 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/10/31","買建","100","1970","1908.8","197000","190880","--","--","--","--","105","7","--","--","--","105","2025/11/11","-6225"
"2025/11/07","ユーザーローカル","3984 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/10/31","買建","100","1970","1908.7","197000","190870","--","--","--","--","105","7","--","--","--","105","2025/11/11","-6235"
"2025/11/07","キヤノン電子","7739 ","PTS（O）","信用返済売","無期限","特定","申告","東証","2025/10/27","買建","100","2832","2601.5","283200","260150","--","--","--","--","304","14","--","--","--","304","2025/11/11","-23354"
"2025/11/10","栗田工業","6370 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/10/15","買建","100","5372","6287.2","537200","628720","--","--","--","--","1,112","27","--","--","--","1,112","2025/11/12","+90408"
"2025/11/10","日本電気","6701 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/10/20","買建","100","4947","5632","494700","563200","--","--","--","--","834","22","--","--","--","834","2025/11/12","+67666"
"2025/11/11","ショーボンドホールディングス","1414 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/10","買建","100","4996","4816.7","499600","481670","--","--","--","--","76","2","--","--","--","76","2025/11/13","-18006"
"2025/11/12","ＳＵＭＣＯ","3436 ","PTS（X）","信用返済売","6ヶ月","特定","申告","東証","2025/11/11","買建","100","1476","1233.9","147600","123390","--","--","--","--","22","2","--","--","--","22","2025/11/14","-24232"
"2025/11/12","ＳＵＭＣＯ","3436 ","PTS（X）","信用返済売","6ヶ月","特定","申告","東証","2025/11/11","買建","100","1476","1241.1","147600","124110","--","--","--","--","22","2","--","--","--","22","2025/11/14","-23512"
"2025/11/12","ＳＵＭＣＯ","3436 ","PTS（X）","信用返済売","6ヶ月","特定","申告","東証","2025/11/11","買建","300","1475.5","1233.9","442650","370170","--","--","--","--","67","2","--","--","--","67","2025/11/14","-72547"
"2025/11/12","三井海洋開発","6269 ","東証","信用返済売","無期限","特定","申告","東証","2025/11/10","買建","100","10195","12970","1019500","1297000","--","--","--","--","234","3","--","--","--","234","2025/11/14","+277266"
"2025/11/12","住友商事","8053 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/06","買建","100","4606","4755.2","460600","475520","--","--","--","--","176","5","--","--","--","176","2025/11/14","+14744"
"2025/11/12","住友商事","8053 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/06","買建","100","4707","4755.2","470700","475520","--","--","--","--","180","5","--","--","--","180","2025/11/14","+4640"
"2025/11/13","ＭｏｎｏｔａＲＯ","3064 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/10","買建","100","2280","2264.5","228000","226450","--","--","--","--","104","6","--","--","--","104","2025/11/17","-1654"
"2025/11/13","ＭｏｎｏｔａＲＯ","3064 ","PTS（O）","信用返済売","無期限","特定","申告","東証","2025/11/10","買建","100","2279.5","2264.6","227950","226460","--","--","--","--","104","6","--","--","--","104","2025/11/17","-1594"
"2025/11/13","ＭｏｎｏｔａＲＯ","3064 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/10","買建","100","2279.5","2264.6","227950","226460","--","--","--","--","104","6","--","--","--","104","2025/11/17","-1594"
"2025/11/13","ユーザーローカル","3984 ","PTS（O）","信用返済売","無期限","特定","申告","東証","2025/11/12","買建","100","1962","2010.1","196200","201010","--","--","--","--","60","4","--","--","--","60","2025/11/17","+4750"
"2025/11/13","ユーザーローカル","3984 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/12","買建","100","1962","2009.1","196200","200910","--","--","--","--","60","4","--","--","--","60","2025/11/17","+4650"
"2025/11/13","村田製作所","6981 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/04","買建","100","3513","3172","351300","317200","--","--","--","--","323","12","--","--","--","323","2025/11/17","-34423"
"2025/11/13","野村ホールディングス","8604 ","東証","信用返済売","無期限","特定","申告","東証","2025/11/12","買建","500","1127","1153.5","563500","576750","--","--","--","--","172","4","--","--","--","172","2025/11/17","+13078"
"2025/11/13","野村ホールディングス","8604 ","東証","信用返済売","無期限","特定","申告","東証","2025/11/13","買建","100","1166.5","1153.5","116650","115350","--","--","--","--","8","1","--","--","--","8","2025/11/17","-1308"
"2025/11/14","大末建設","1814 ","PTS（O）","信用返済売","無期限","特定","申告","東証","2025/11/12","買建","100","3660","3560.5","366000","356050","--","--","--","--","140","5","--","--","--","140","2025/11/18","-10090"
"2025/11/14","アステラス製薬","4503 ","PTS（O）","信用返済売","無期限","特定","申告","東証","2025/11/12","買建","100","1846.5","1883.3","184650","188330","--","--","--","--","70","5","--","--","--","70","2025/11/18","+3610"
"2025/11/14","アステラス製薬","4503 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/12","買建","100","1848","1883.2","184800","188320","--","--","--","--","70","5","--","--","--","70","2025/11/18","+3450"
"2025/11/14","アステラス製薬","4503 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/12","買建","100","1846.5","1883.3","184650","188330","--","--","--","--","70","5","--","--","--","70","2025/11/18","+3610"
"2025/11/14","住友ゴム工業","5110 ","東証","信用返済売","無期限","特定","申告","東証","2025/11/13","買建","100","2161","2125","216100","212500","--","--","--","--","33","2","--","--","--","33","2025/11/18","-3633"
"2025/11/14","ソニーグループ","6758 ","PTS（O）","信用返済売","無期限","特定","申告","東証","2025/11/11","買建","100","4557","4676.1","455700","467610","--","--","--","--","209","6","--","--","--","209","2025/11/18","+11701"
"2025/11/14","住友商事","8053 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/13","買建","100","4886","4860","488600","486000","--","--","--","--","74","2","--","--","--","74","2025/11/18","-2674"
"2025/11/14","東京電力ホールディングス","9501 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/13","買建","200","919.3","880.7","183860","176140","--","--","--","--","28","2","--","--","--","28","2025/11/18","-7748"
"2025/11/17","三井海洋開発","6269 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/14","買建","100","14055","14870","1405500","1487000","--","--","--","--","215","2","--","--","--","215","2025/11/19","+81285"
"2025/11/17","富士通","6702 ","東証","信用返済売","無期限","特定","申告","東証","2025/11/11","買建","100","4275","4190","427500","419000","--","--","--","--","229","7","--","--","--","229","2025/11/19","-8729"
"2025/11/17","ＩＨＩ","7013 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/10/23","買建","100","3088","2968.5","308800","296850","--","--","--","--","568","24","--","--","--","568","2025/11/19","-12518"
"2025/11/17","ＩＨＩ","7013 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/10/23","買建","100","3153","2968.5","315300","296850","--","--","--","--","580","24","--","--","--","580","2025/11/19","-19030"
"2025/11/17","東京電力ホールディングス","9501 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/13","買建","300","919.3","883.6","275790","265080","--","--","--","--","63","3","--","--","--","63","2025/11/19","-10773"
"2025/11/18","ＮＥＸＴ　ＮＯＴＥＳ　金先物　ダブル・ブル　ＥＴＮ","2036 ","東証","信用返済売","無期限","特定","申告","東証","2025/11/18","買建","2","155450","154900","310900","309800","--","--","--","--","23","1","--","--","--","23","2025/11/20","-1123"
"2025/11/18","ＮＥＸＴ　ＮＯＴＥＳ　金先物　ダブル・ブル　ＥＴＮ","2036 ","東証","信用返済売","無期限","特定","申告","東証","2025/11/18","買建","2","155500","154900","311000","309800","--","--","--","--","23","1","--","--","--","23","2025/11/20","-1223"
"2025/11/18","ＮＥＸＴ　ＮＯＴＥＳ　金先物　ダブル・ブル　ＥＴＮ","2036 ","東証","信用返済売","無期限","特定","申告","東証","2025/11/18","買建","3","155500","154850","466500","464550","--","--","--","--","35","1","--","--","--","35","2025/11/20","-1985"
"2025/11/18","日本ケミコン","6997 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/18","買建","100","1367","1331.2","136700","133120","--","--","--","--","10","1","--","--","--","10","2025/11/20","-3590"
"2025/11/18","日本ケミコン","6997 ","PTS（O）","信用返済売","無期限","特定","申告","東証","2025/11/18","買建","100","1367","1331.1","136700","133110","--","--","--","--","10","1","--","--","--","10","2025/11/20","-3600"
"2025/11/18","日本ケミコン","6997 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/18","買建","100","1367","1331.1","136700","133110","--","--","--","--","10","1","--","--","--","10","2025/11/20","-3600"
"2025/11/19","大林組","1802 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/19","買建","100","2918.5","2912.5","291850","291250","--","--","--","--","22","1","--","--","--","22","2025/11/21","-622"
"2025/11/19","東洋エンジニアリング","6330 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/18","買建","100","2701","2604.1","270100","260410","--","--","--","--","41","2","--","--","--","41","2025/11/21","-9731"
"2025/11/19","日本電気","6701 ","東証","信用返済売","無期限","特定","申告","東証","2025/11/19","買建","100","5866","5774","586600","577400","--","--","--","--","44","1","--","--","--","44","2025/11/21","-9244"
"2025/11/19","櫻島埠頭","9353 ","東証","信用返済売","無期限","特定","申告","東証","2025/11/17","買建","100","2654","2525","265400","252500","--","--","--","--","61","3","--","--","--","61","2025/11/21","-12961"
"2025/11/20","東亜建設工業","1885 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/20","買建","100","2710","2713.1","271000","271310","--","--","--","--","20","1","--","--","--","20","2025/11/25","+290"
"2025/11/20","東亜建設工業","1885 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/20","買建","100","2711","2713.1","271100","271310","--","--","--","--","20","1","--","--","--","20","2025/11/25","+190"
"2025/11/20","エヌ・ティ・ティ・データ・イントラマート","3850 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/14","買建","100","4035","4034","403500","403400","--","--","--","--","247","8","--","--","--","247","2025/11/25","-347"
"2025/11/20","トレンドマイクロ","4704 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/06","買建","100","7876","7844.6","787600","784460","--","--","--","--","966","16","--","--","--","966","2025/11/25","-4106"
"2025/11/20","東洋エンジニアリング","6330 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/19","買建","200","2699","2790.6","539800","558120","--","--","--","--","207","5","--","--","--","207","2025/11/25","+18113"
"2025/11/20","ＮＥＸＴ　ＦＵＮＤＳ　金価格連動型上場投信","1328 ","東証","信用返済売","無期限","特定","申告","東証","2025/10/17","買建","30","15615","15375","468450","461250","--","--","1100","--","1,293","36","--","--","--","2,393","2025/11/25","-9593"
"2025/11/20","ＮＥＸＴ　ＦＵＮＤＳ　金価格連動型上場投信","1328 ","東証","信用返済売","無期限","特定","申告","東証","2025/11/14","買建","3","15440","15375","46320","46125","--","--","--","--","28","8","--","--","--","28","2025/11/25","-223"
"2025/11/20","ＮＥＸＴ　ＦＵＮＤＳ　日経平均レバレッジ・インデックス連動型","1570 ","東証","信用返済買","6ヶ月","特定","申告","東証","2025/11/18","売建","15","41780","43280","626700","649200","--","--","--","113","--","6","--","--","--","113","2025/11/25","-22613"
"2025/11/21","豆蔵","202A ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/05","買建","100","2874","2598.2","287400","259820","--","--","--","--","440","20","--","--","--","440","2025/11/26","-28020"
"2025/11/21","アステラス製薬","4503 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/20","買建","100","1979","1968.7","197900","196870","--","--","--","--","30","2","--","--","--","30","2025/11/26","-1060"
"2025/11/21","アステラス製薬","4503 ","PTS（O）","信用返済売","無期限","特定","申告","東証","2025/11/20","買建","100","1979","1968.7","197900","196870","--","--","--","--","30","2","--","--","--","30","2025/11/26","-1060"
"2025/11/21","古河電気工業","5801 ","PTS（O）","信用返済売","無期限","特定","申告","東証","2025/10/28","買建","100","10400","8873.1","1040000","887310","--","--","--","--","2,233","28","--","--","--","2,233","2025/11/26","-154923"
"2025/11/21","明電舎","6508 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/20","買建","100","5870","5620","587000","562000","--","--","--","--","90","2","--","--","--","90","2025/11/26","-25090"
"2025/11/21","明電舎","6508 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/10/22","買建","100","6310","5601","631000","560100","--","--","--","--","1,645","34","--","--","--","1,645","2025/11/26","-72545"
"2025/11/26","関電工","1942 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/04","買建","100","4833","4827.2","483300","482720","--","--","--","--","852","23","--","--","--","852","2025/11/28","-1432"
"2025/11/26","エーザイ","4523 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/25","買建","100","4961","5096.5","496100","509650","--","--","--","--","76","2","--","--","--","76","2025/11/28","+13474"
"2025/11/26","三井海洋開発","6269 ","東証","信用返済売","無期限","特定","申告","東証","2025/11/20","買建","100","15235","15255","1523500","1525500","--","--","--","--","467","4","--","--","--","467","2025/11/28","+1533"
"2025/11/26","寺崎電気産業","6637 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/14","買建","100","4670","4425.5","467000","442550","--","--","--","--","394","11","--","--","--","394","2025/11/28","-24844"
"2025/11/26","寺崎電気産業","6637 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/17","買建","100","4960","4411.5","496000","441150","--","--","--","--","380","10","--","--","--","380","2025/11/28","-55230"
"2025/11/27","日揮ホールディングス","1963 ","東証","信用返済売","無期限","特定","申告","東証","2025/11/18","買建","200","1875","1884.5","375000","376900","--","--","--","--","345","12","--","--","--","345","2025/12/01","+1555"
"2025/11/27","日揮ホールディングス","1963 ","東証","信用返済売","無期限","特定","申告","東証","2025/11/18","買建","100","1875.5","1884.5","187550","188450","--","--","--","--","172","12","--","--","--","172","2025/12/01","+728"
"2025/11/27","古河機械金属","5715 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/20","買建","100","3770","4119.5","377000","411950","--","--","--","--","202","7","--","--","--","202","2025/12/01","+34748"
"2025/11/27","古河機械金属","5715 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/17","買建","100","3655","4119.5","365500","411950","--","--","--","--","364","13","--","--","--","364","2025/12/01","+46086"
"2025/11/28","石油資源開発","1662 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/21","買建","200","1359","1434.9","271800","286980","--","--","--","--","145","7","--","--","--","145","2025/12/02","+15035"
"2025/11/28","石油資源開発","1662 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/21","買建","100","1361","1434.9","136100","143490","--","--","--","--","73","7","--","--","--","73","2025/12/02","+7317"
"2025/11/28","大林組","1802 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/21","買建","100","3027","3193.4","302700","319340","--","--","--","--","162","7","--","--","--","162","2025/12/02","+16478"
"2025/11/28","テクノ菱和","1965 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/21","買建","100","5450","5896","545000","589600","--","--","--","--","292","7","--","--","--","292","2025/12/02","+44308"
"2025/11/28","日油","4403 ","PTS（O）","信用返済売","無期限","特定","申告","東証","2025/11/26","買建","100","3068","3161.1","306800","316110","--","--","--","--","117","5","--","--","--","117","2025/12/02","+9193"
"2025/11/28","三井海洋開発","6269 ","PTS（O）","信用返済売","無期限","特定","申告","東証","2025/11/28","買建","100","15835","15686","1583500","1568600","--","--","--","--","121","1","--","--","--","121","2025/12/02","-15021"
"2025/11/28","ＴＯＰＰＡＮホールディングス","7911 ","東証","信用返済売","無期限","特定","申告","東証","2025/11/28","買建","100","5130","5038","513000","503800","--","--","--","--","39","1","--","--","--","39","2025/12/02","-9239"
"2025/11/28","ふくおかフィナンシャルグループ","8354 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/21","買建","100","4675","4812.6","467500","481260","--","--","--","--","251","7","--","--","--","251","2025/12/02","+13509"
"2025/12/01","大阪チタニウムテクノロジーズ","5726 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/10/21","買建","100","2524","2118","252400","211800","--","--","110","--","813","42","--","--","--","923","2025/12/03","-41523"
"2025/12/01","大阪チタニウムテクノロジーズ","5726 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/21","買建","100","2051","2118.1","205100","211810","--","--","--","--","125","8","--","--","--","125","2025/12/03","+6585"
"2025/12/01","大阪チタニウムテクノロジーズ","5726 ","PTS（O）","信用返済売","無期限","特定","申告","東証","2025/10/21","買建","100","2524","2118.1","252400","211810","--","--","--","--","813","42","--","--","--","813","2025/12/03","-41403"
"2025/12/01","三菱電機","6503 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/20","買建","100","4270","4208.3","427000","420830","--","--","--","--","294","9","--","--","--","294","2025/12/03","-6464"
"2025/12/01","寺崎電気産業","6637 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/28","買建","100","4940","4646","494000","464600","--","--","--","--","75","2","--","--","--","75","2025/12/03","-29475"
"2025/12/02","あおぞら銀行","8304 ","PTS（O）","信用返済売","無期限","特定","申告","東証","2025/11/28","買建","100","2412.5","2423.5","241250","242350","--","--","--","--","55","3","--","--","--","55","2025/12/04","+1045"
"2025/12/02","あおぞら銀行","8304 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/28","買建","100","2412.5","2423.5","241250","242350","--","--","--","--","55","3","--","--","--","55","2025/12/04","+1045"
"2025/12/02","マネックスグループ","8698 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/12/02","買建","500","761","756.3","380500","378150","--","--","--","--","29","1","--","--","--","29","2025/12/04","-2379"
"2025/12/02","マネックスグループ","8698 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/12/02","買建","700","761","756.3","532700","529410","--","--","--","--","40","1","--","--","--","40","2025/12/04","-3330"
"2025/12/03","住友ファーマ","4506 ","PTS（O）","信用返済売","無期限","特定","申告","東証","2025/11/20","買建","100","2642.5","2503","264250","250300","--","--","--","--","222","11","--","--","--","222","2025/12/05","-14172"
"2025/12/03","住友ファーマ","4506 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/14","買建","100","2416","2503","241600","250300","--","--","--","--","333","18","--","--","--","333","2025/12/05","+8367"
"2025/12/03","住友ファーマ","4506 ","PTS（O）","信用返済売","無期限","特定","申告","東証","2025/11/14","買建","100","2385","2505","238500","250500","--","--","--","--","329","18","--","--","--","329","2025/12/05","+11671"
"2025/12/03","ジャパンエンジンコーポレーション","6016 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/13","買建","100","11450","15001","1145000","1500100","--","--","--","--","1,668","19","--","--","--","1,668","2025/12/05","+353432"
"2025/12/03","松田産業","7456 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/12/01","買建","100","4940","4817.5","494000","481750","--","--","--","--","113","3","--","--","--","113","2025/12/05","-12363"
"2025/12/03","北海道電力","9509 ","PTS（O）","信用返済売","無期限","特定","申告","東証","2025/11/26","買建","100","1242.5","1077.3","124250","107730","--","--","--","--","76","8","--","--","--","76","2025/12/05","-16596"
"2025/12/03","北海道電力","9509 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/26","買建","100","1242.5","1077.3","124250","107730","--","--","--","--","76","8","--","--","--","76","2025/12/05","-16596"
"2025/12/03","北海道電力","9509 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/12/01","買建","100","1143","1077.4","114300","107740","--","--","--","--","26","3","--","--","--","26","2025/12/05","-6586"
"2025/12/04","ギフティ","4449 ","PTS（O）","信用返済売","無期限","特定","申告","東証","2025/12/03","買建","100","1213","1139","121300","113900","--","--","--","--","37","4","--","--","--","37","2025/12/08","-7437"
"2025/12/04","ギフティ","4449 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/12/03","買建","200","1213","1139","242600","227800","--","--","--","--","74","4","--","--","--","74","2025/12/08","-14874"
"2025/12/04","ギフティ","4449 ","東証","信用返済売","無期限","特定","申告","東証","2025/12/03","買建","200","1213","1139","242600","227800","--","--","--","--","74","4","--","--","--","74","2025/12/08","-14874"
"2025/12/04","三菱重工業","7011 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/10/31","買建","100","4467","4044.4","446700","404440","--","--","110","--","1,165","34","--","--","--","1,275","2025/12/08","-43535"
"2025/12/05","高砂熱学工業","1969 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/14","買建","100","4679","4397.8","467900","439780","--","--","--","--","789","22","--","--","--","789","2025/12/09","-28909"
"2025/12/05","古野電気","6814 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/11/27","買建","100","8270","8144","827000","814400","--","--","--","--","570","9","--","--","--","570","2025/12/09","-13170"
