
約定履歴照会 

商品指定,約定開始年月日,約定終了年月日,明細数,明細指定開始,明細指定終了
"株式信用","2026年05月08日","2026年05月17日","233","1","233"

（注）明細数はご指定された期間の合計です。

約定日,銘柄,銘柄コード,市場,取引,期限,預り,課税,約定数量,約定単価,手数料/諸経費等,税額,受渡日,受渡金額/決済損益
"2026/05/15","精工技研","6834","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,27692,1353,--,"2026/05/19",-762153
"2026/05/15","日本電子材料","6855","PTS（O）",信用返済売,"無期限"," 特定 ","申告",100,7113,314,--,"2026/05/19",-109014
"2026/05/15","日本電子材料","6855","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,7112,131,--,"2026/05/19",-144531
"2026/05/15","日本電子材料","6855","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,7113,314,--,"2026/05/19",-109014
"2026/05/15","日本電子材料","6855","PTS（O）",信用返済売,"無期限"," 特定 ","申告",100,7112,131,--,"2026/05/19",-144531
"2026/05/15","Ｓａｎｓａｎ","4443","東証",信用新規買,"無期限"," 特定 ","--",100,1308,--,--,"2026/05/19",--
"2026/05/15","Ｓａｎｓａｎ","4443","東証",信用新規買,"無期限"," 特定 ","--",1500,1308,--,--,"2026/05/19",--
"2026/05/15","日本ケミコン","6997","東証",信用新規買,"無期限"," 特定 ","--",100,2991,--,--,"2026/05/19",--
"2026/05/15","朝日インテック","7747","東証",信用新規買,"無期限"," 特定 ","--",100,3404,--,--,"2026/05/19",--
"2026/05/15","朝日インテック","7747","PTS（X）",信用新規買,"無期限"," 特定 ","--",100,3403.9,--,--,"2026/05/19",--
"2026/05/15","朝日インテック","7747","PTS（J）",信用新規買,"無期限"," 特定 ","--",100,3403.7,--,--,"2026/05/19",--
"2026/05/15","朝日インテック","7747","東証",信用新規買,"無期限"," 特定 ","--",100,3390,--,--,"2026/05/19",--
"2026/05/15","朝日インテック","7747","PTS（J）",信用新規買,"無期限"," 特定 ","--",100,3403.6,--,--,"2026/05/19",--
"2026/05/15","朝日インテック","7747","PTS（X）",信用新規買,"無期限"," 特定 ","--",100,3403.4,--,--,"2026/05/19",--
"2026/05/15","朝日インテック","7747","PTS（J）",信用新規買,"無期限"," 特定 ","--",100,3403.5,--,--,"2026/05/19",--
"2026/05/15","朝日インテック","7747","PTS（X）",信用新規買,"無期限"," 特定 ","--",100,3403.3,--,--,"2026/05/19",--
"2026/05/15","日経平均ベア２倍上場投信","1360","PTS（X）",信用新規買,"無期限"," 特定 ","--",4000,86.3,--,--,"2026/05/19",--


