
約定履歴照会 

商品指定,約定開始年月日,約定終了年月日,明細数,明細指定開始,明細指定終了
"株式信用","2026年05月18日","2026年05月29日","353","1","353"

（注）明細数はご指定された期間の合計です。

約定日,銘柄,銘柄コード,市場,取引,期限,預り,課税,約定数量,約定単価,手数料/諸経費等,税額,受渡日,受渡金額/決済損益
"2026/05/19","朝日インテック","7747","東証",信用返済売,"無期限"," 特定 ","申告",100,3565,78,--,"2026/05/21",16082
"2026/05/19","アストロスケールホールディングス","186A","東証",信用新規買,"無期限"," 特定 ","--",900,2115,--,--,"2026/05/21",--
"2026/05/19","ＭｏｎｏｔａＲＯ","3064","東証",信用新規買,"無期限"," 特定 ","--",1100,2005,--,--,"2026/05/21",--
"2026/05/19","野村総合研究所","4307","東証",信用新規買,"無期限"," 特定 ","--",400,4800,--,--,"2026/05/21",--
"2026/05/20","アストロスケールホールディングス","186A","東証",信用返済売,"無期限"," 特定 ","申告",400,1921,129,--,"2026/05/22",-77729
"2026/05/20","アストロスケールホールディングス","186A","PTS（X）",信用返済売,"無期限"," 特定 ","申告",300,1885.9,97,--,"2026/05/22",-68827
"2026/05/20","アストロスケールホールディングス","186A","PTS（O）",信用返済売,"無期限"," 特定 ","申告",100,1921.7,32,--,"2026/05/22",-19362
"2026/05/20","アストロスケールホールディングス","186A","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,1921.3,32,--,"2026/05/22",-19402
"2026/05/20","ＭｏｎｏｔａＲＯ","3064","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,1934.3,30,--,"2026/05/22",-7100
"2026/05/20","ＭｏｎｏｔａＲＯ","3064","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,1934.2,30,--,"2026/05/22",-7110
"2026/05/20","ＭｏｎｏｔａＲＯ","3064","PTS（O）",信用返済売,"無期限"," 特定 ","申告",400,1934,123,--,"2026/05/22",-28523
"2026/05/20","ＭｏｎｏｔａＲＯ","3064","東証",信用返済売,"無期限"," 特定 ","申告",200,1934,61,--,"2026/05/22",-14261
"2026/05/20","ＭｏｎｏｔａＲＯ","3064","PTS（O）",信用返済売,"無期限"," 特定 ","申告",100,1934.1,30,--,"2026/05/22",-7120
"2026/05/20","ＭｏｎｏｔａＲＯ","3064","PTS（O）",信用返済売,"無期限"," 特定 ","申告",200,1931.1,61,--,"2026/05/22",-14841
"2026/05/20","ステラ　ケミファ","4109","PTS（O）",信用返済売,"無期限"," 特定 ","申告",100,6532,153,--,"2026/05/22",-15153
"2026/05/20","ステラ　ケミファ","4109","PTS（O）",信用返済売,"無期限"," 特定 ","申告",100,6532,153,--,"2026/05/22",-14953
"2026/05/20","ステラ　ケミファ","4109","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,6532,153,--,"2026/05/22",-15253
"2026/05/20","能美防災","6744","PTS（X）",信用返済売,"無期限"," 特定 ","申告",200,4587,216,--,"2026/05/22",-24816
"2026/05/20","能美防災","6744","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,4596.5,108,--,"2026/05/22",-12308
"2026/05/20","能美防災","6744","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,4596.5,108,--,"2026/05/22",-12258
"2026/05/20","能美防災","6744","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,4597,108,--,"2026/05/22",-12258
"2026/05/20","能美防災","6744","PTS（O）",信用返済売,"無期限"," 特定 ","申告",100,4596.5,108,--,"2026/05/22",-12258
"2026/05/20","能美防災","6744","PTS（O）",信用返済売,"無期限"," 特定 ","申告",100,4597,108,--,"2026/05/22",-12258
"2026/05/20","ラクス","3923","東証",信用新規買,"無期限"," 特定 ","--",200,900.7,--,--,"2026/05/22",--
"2026/05/20","ラクス","3923","東証",信用新規買,"無期限"," 特定 ","--",100,900.9,--,--,"2026/05/22",--
"2026/05/20","ラクス","3923","PTS（X）",信用新規買,"無期限"," 特定 ","--",100,900.7,--,--,"2026/05/22",--
"2026/05/20","ラクス","3923","PTS（X）",信用新規買,"無期限"," 特定 ","--",100,900.6,--,--,"2026/05/22",--
"2026/05/20","ラクス","3923","PTS（J）",信用新規買,"無期限"," 特定 ","--",100,900.7,--,--,"2026/05/22",--
"2026/05/20","ラクス","3923","東証",信用新規買,"無期限"," 特定 ","--",800,901,--,--,"2026/05/22",--
"2026/05/20","ラクス","3923","東証",信用新規買,"無期限"," 特定 ","--",300,893.3,--,--,"2026/05/22",--
"2026/05/20","ラクス","3923","東証",信用新規買,"無期限"," 特定 ","--",100,900.8,--,--,"2026/05/22",--
"2026/05/20","ラクス","3923","東証",信用新規買,"無期限"," 特定 ","--",200,901.1,--,--,"2026/05/22",--
"2026/05/20","セプテーニ・ホールディングス","4293","PTS（X）",信用新規買,"無期限"," 特定 ","--",200,483,--,--,"2026/05/22",--
"2026/05/20","セプテーニ・ホールディングス","4293","東証",信用新規買,"無期限"," 特定 ","--",1000,482,--,--,"2026/05/22",--
"2026/05/20","セプテーニ・ホールディングス","4293","東証",信用新規買,"無期限"," 特定 ","--",3300,483,--,--,"2026/05/22",--
"2026/05/20","日本製鋼所","5631","PTS（X）",信用新規買,"無期限"," 特定 ","--",100,8091.9,--,--,"2026/05/22",--
"2026/05/20","日本製鋼所","5631","PTS（X）",信用新規買,"無期限"," 特定 ","--",100,8091.8,--,--,"2026/05/22",--
"2026/05/20","日本製鋼所","5631","東証",信用新規買,"無期限"," 特定 ","--",100,8094,--,--,"2026/05/22",--
"2026/05/20","ニチコン","6996","東証",信用新規買,"無期限"," 特定 ","--",500,3090,--,--,"2026/05/22",--
"2026/05/20","スカパーＪＳＡＴ","9412","東証",信用新規買,"無期限"," 特定 ","--",300,4190,--,--,"2026/05/22",--
"2026/05/21","野村総合研究所","4307","東証",信用返済売,"無期限"," 特定 ","申告",100,4693,184,--,"2026/05/25",-10884
"2026/05/21","野村総合研究所","4307","PTS（O）",信用返済売,"無期限"," 特定 ","申告",100,4693.2,184,--,"2026/05/25",-10864
"2026/05/21","野村総合研究所","4307","PTS（O）",信用返済売,"無期限"," 特定 ","申告",100,4693.3,184,--,"2026/05/25",-10854
"2026/05/21","野村総合研究所","4307","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,4693.3,184,--,"2026/05/25",-10854
"2026/05/21","日本製鋼所","5631","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,7738.2,59,--,"2026/05/25",-4439
"2026/05/21","太陽誘電","6976","PTS（X）",信用返済売,"無期限"," 特定 ","申告",200,8138.1,662,--,"2026/05/25",188158
"2026/05/21","太陽誘電","6976","PTS（O）",信用返済売,"無期限"," 特定 ","申告",100,8138.1,331,--,"2026/05/25",94079
"2026/05/21","スカパーＪＳＡＴ","9412","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,4145.5,128,--,"2026/05/25",-4578
"2026/05/21","三菱総合研究所","3636","東証",信用新規買,"無期限"," 特定 ","--",400,4680,--,--,"2026/05/25",--
"2026/05/21","アクセルスペースホールディングス","402A","東証",信用新規買,"無期限"," 特定 ","--",1500,731,--,--,"2026/05/25",--
"2026/05/21","日本製鋼所","5631","東証",信用新規買,"無期限"," 特定 ","--",100,7782,--,--,"2026/05/25",--
"2026/05/21","スカパーＪＳＡＴ","9412","PTS（X）",信用新規買,"無期限"," 特定 ","--",100,4203,--,--,"2026/05/25",--
"2026/05/22","三菱総合研究所","3636","東証",信用返済売,"無期限"," 特定 ","申告",100,4675,71,--,"2026/05/26",-571
"2026/05/22","三菱総合研究所","3636","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,4675.5,71,--,"2026/05/26",-521
"2026/05/22","三菱総合研究所","3636","PTS（O）",信用返済売,"無期限"," 特定 ","申告",100,4675.5,71,--,"2026/05/26",-521
"2026/05/22","三菱総合研究所","3636","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,4675,71,--,"2026/05/26",-571
"2026/05/22","日本製鋼所","5631","東証",信用返済売,"無期限"," 特定 ","申告",100,7927,310,--,"2026/05/26",-17010
"2026/05/22","日本製鋼所","5631","PTS（O）",信用返済売,"無期限"," 特定 ","申告",100,7927.1,310,--,"2026/05/26",-16790
"2026/05/22","日本製鋼所","5631","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,7927.1,310,--,"2026/05/26",-16780
"2026/05/22","ニチコン","6996","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,3346.5,118,--,"2026/05/26",25532
"2026/05/22","ニチコン","6996","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,3347,118,--,"2026/05/26",25582
"2026/05/22","スカパーＪＳＡＴ","9412","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,4282,160,--,"2026/05/26",9040
"2026/05/22","スカパーＪＳＡＴ","9412","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,4281.5,64,--,"2026/05/26",7786
"2026/05/22","スカパーＪＳＡＴ","9412","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,4281.5,160,--,"2026/05/26",8990
"2026/05/22","アクセルスペースホールディングス","402A","PTS（X）",信用新規買,"無期限"," 特定 ","--",500,807.6,--,--,"2026/05/26",--
"2026/05/22","ステラ　ケミファ","4109","東証",信用新規買,"無期限"," 特定 ","--",100,7130,--,--,"2026/05/26",--
"2026/05/22","ステラ　ケミファ","4109","PTS（X）",信用新規買,"無期限"," 特定 ","--",100,7130,--,--,"2026/05/26",--
"2026/05/22","Ｓａｎｓａｎ","4443","東証",信用新規買,"無期限"," 特定 ","--",700,1471,--,--,"2026/05/26",--
"2026/05/22","Ｓａｎｓａｎ","4443","PTS（X）",信用新規買,"無期限"," 特定 ","--",100,1471,--,--,"2026/05/26",--
"2026/05/22","Ｓａｎｓａｎ","4443","PTS（J）",信用新規買,"無期限"," 特定 ","--",200,1471,--,--,"2026/05/26",--
"2026/05/22","富士電機","6504","東証",信用新規買,"無期限"," 特定 ","--",100,16280,--,--,"2026/05/26",--
"2026/05/22","ファナック","6954","東証",信用新規買,"無期限"," 特定 ","--",200,8162,--,--,"2026/05/26",--
"2026/05/22","日本ケミコン","6997","東証",信用新規買,"無期限"," 特定 ","--",200,3365,--,--,"2026/05/26",--
"2026/05/22","日本ケミコン","6997","PTS（X）",信用新規買,"無期限"," 特定 ","--",100,3414.5,--,--,"2026/05/26",--
"2026/05/22","日本ケミコン","6997","東証",信用新規買,"無期限"," 特定 ","--",200,3415,--,--,"2026/05/26",--
"2026/05/25","アクセルスペースホールディングス","402A","PTS（X）",信用返済売,"無期限"," 特定 ","申告",200,873,33,--,"2026/05/27",28367
"2026/05/25","アクセルスペースホールディングス","402A","PTS（J）",信用返済売,"無期限"," 特定 ","申告",100,873,16,--,"2026/05/27",14184
"2026/05/25","アクセルスペースホールディングス","402A","PTS（O）",信用返済売,"無期限"," 特定 ","申告",100,873,16,--,"2026/05/27",14184
"2026/05/25","アクセルスペースホールディングス","402A","東証",信用返済売,"無期限"," 特定 ","申告",1100,873,185,--,"2026/05/27",156015
"2026/05/25","アクセルスペースホールディングス","402A","東証",信用返済売,"無期限"," 特定 ","申告",500,873,61,--,"2026/05/27",32639
"2026/05/25","セプテーニ・ホールディングス","4293","PTS（X）",信用返済売,"無期限"," 特定 ","申告",200,508.5,44,--,"2026/05/27",5256
"2026/05/25","富士電機","6504","PTS（O）",信用返済売,"無期限"," 特定 ","申告",100,17031,249,--,"2026/05/27",74851
"2026/05/25","ファナック","6954","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,8442.4,64,--,"2026/05/27",6656
"2026/05/25","ファナック","6954","PTS（X）",信用返済売,"無期限"," 特定 ","申告",200,8442.4,250,--,"2026/05/27",55830
"2026/05/25","ニチコン","6996","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,3672,142,--,"2026/05/27",58058
"2026/05/25","ラクス","3923","東証",信用新規買,"無期限"," 特定 ","--",100,955,--,--,"2026/05/27",--
"2026/05/25","ラクス","3923","PTS（X）",信用新規買,"無期限"," 特定 ","--",100,955,--,--,"2026/05/27",--
"2026/05/25","ラクス","3923","東証",信用新規買,"無期限"," 特定 ","--",100,955.1,--,--,"2026/05/27",--
"2026/05/25","ステラ　ケミファ","4109","東証",信用新規買,"無期限"," 特定 ","--",100,7470,--,--,"2026/05/27",--
"2026/05/25","Ｓａｎｓａｎ","4443","PTS（J）",信用新規買,"無期限"," 特定 ","--",200,1529.5,--,--,"2026/05/27",--
"2026/05/25","Ｓａｎｓａｎ","4443","PTS（X）",信用新規買,"無期限"," 特定 ","--",100,1533.6,--,--,"2026/05/27",--
"2026/05/25","Ｓａｎｓａｎ","4443","PTS（X）",信用新規買,"無期限"," 特定 ","--",100,1529.5,--,--,"2026/05/27",--
"2026/05/25","ユニオンツール","6278","東証",信用新規買,"無期限"," 特定 ","--",100,22690,--,--,"2026/05/27",--
"2026/05/25","ＴＤＫ","6762","東証",信用新規買,"無期限"," 特定 ","--",100,3736,--,--,"2026/05/27",--
"2026/05/25","ＴＤＫ","6762","PTS（X）",信用新規買,"無期限"," 特定 ","--",400,3735.8,--,--,"2026/05/27",--
"2026/05/25","ＴＤＫ","6762","PTS（X）",信用新規買,"無期限"," 特定 ","--",100,3736.9,--,--,"2026/05/27",--
"2026/05/25","ファナック","6954","PTS（X）",信用新規買,"無期限"," 特定 ","--",100,8375.2,--,--,"2026/05/27",--
"2026/05/25","武蔵精密工業","7220","PTS（X）",信用新規買,"無期限"," 特定 ","--",100,6187,--,--,"2026/05/27",--
"2026/05/25","武蔵精密工業","7220","東証",信用新規買,"無期限"," 特定 ","--",200,6160,--,--,"2026/05/27",--
"2026/05/25","日経平均ベア２倍上場投信","1360","PTS（X）",信用返済売,"無期限"," 特定 ","申告",4000,75.6,4649,--,"2026/05/27",-209049
"2026/05/26","ニッポン高度紙工業","3891","PTS（O）",信用返済売,"無期限"," 特定 ","申告",100,7636,443,--,"2026/05/28",120157
"2026/05/26","ニッポン高度紙工業","3891","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,7635,443,--,"2026/05/28",120057
"2026/05/26","ニッポン高度紙工業","3891","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,7637,443,--,"2026/05/28",120257
"2026/05/26","ニッポン高度紙工業","3891","PTS（O）",信用返済売,"無期限"," 特定 ","申告",100,7638,443,--,"2026/05/28",120357
"2026/05/26","ラクス","3923","東証",信用返済売,"無期限"," 特定 ","申告",500,956.3,241,--,"2026/05/28",27409
"2026/05/26","ラクス","3923","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,956.4,47,--,"2026/05/28",6263
"2026/05/26","ラクス","3923","東証",信用返済売,"無期限"," 特定 ","申告",200,956.3,96,--,"2026/05/28",10944
"2026/05/26","ラクス","3923","東証",信用返済売,"無期限"," 特定 ","申告",100,956.1,48,--,"2026/05/28",5502
"2026/05/26","ラクス","3923","東証",信用返済売,"無期限"," 特定 ","申告",100,956.2,48,--,"2026/05/28",5492
"2026/05/26","ラクス","3923","東証",信用返済売,"無期限"," 特定 ","申告",100,956.1,14,--,"2026/05/28",96
"2026/05/26","ラクス","3923","東証",信用返済売,"無期限"," 特定 ","申告",300,956.2,145,--,"2026/05/28",16415
"2026/05/26","ラクス","3923","東証",信用返済売,"無期限"," 特定 ","申告",100,956.3,48,--,"2026/05/28",5492
"2026/05/26","ラクス","3923","東証",信用返済売,"無期限"," 特定 ","申告",200,956.2,96,--,"2026/05/28",11004
"2026/05/26","ラクス","3923","東証",信用返済売,"無期限"," 特定 ","申告",100,956.1,48,--,"2026/05/28",5492
"2026/05/26","ラクス","3923","東証",信用返済売,"無期限"," 特定 ","申告",100,956.1,14,--,"2026/05/28",86
"2026/05/26","ラクス","3923","東証",信用返済売,"無期限"," 特定 ","申告",100,956.1,14,--,"2026/05/28",96
"2026/05/26","ラクス","3923","東証",信用返済売,"無期限"," 特定 ","申告",100,956.1,48,--,"2026/05/28",5492
"2026/05/26","ラクス","3923","PTS（J）",信用返済売,"無期限"," 特定 ","申告",100,956.4,47,--,"2026/05/28",6263
"2026/05/26","ラクス","3923","東証",信用返済売,"無期限"," 特定 ","申告",100,956.4,47,--,"2026/05/28",6263
"2026/05/26","ステラ　ケミファ","4109","東証",信用返済売,"無期限"," 特定 ","申告",100,7370,164,--,"2026/05/28",23836
"2026/05/26","ステラ　ケミファ","4109","東証",信用返済売,"無期限"," 特定 ","申告",100,7370,164,--,"2026/05/28",23836
"2026/05/26","ステラ　ケミファ","4109","東証",信用返済売,"無期限"," 特定 ","申告",100,7370,114,--,"2026/05/28",-10114
"2026/05/26","Ｓａｎｓａｎ","4443","東証",信用返済売,"無期限"," 特定 ","申告",100,1533,23,--,"2026/05/28",327
"2026/05/26","Ｓａｎｓａｎ","4443","東証",信用返済売,"無期限"," 特定 ","申告",100,1533,23,--,"2026/05/28",327
"2026/05/26","Ｓａｎｓａｎ","4443","PTS（O）",信用返済売,"無期限"," 特定 ","申告",100,1533.5,33,--,"2026/05/28",6217
"2026/05/26","Ｓａｎｓａｎ","4443","東証",信用返済売,"無期限"," 特定 ","申告",100,1533,23,--,"2026/05/28",-83
"2026/05/26","Ｓａｎｓａｎ","4443","PTS（X）",信用返済売,"無期限"," 特定 ","申告",200,1533.5,67,--,"2026/05/28",12433
"2026/05/26","Ｓａｎｓａｎ","4443","PTS（X）",信用返済売,"無期限"," 特定 ","申告",200,1533.1,67,--,"2026/05/28",12353
"2026/05/26","Ｓａｎｓａｎ","4443","PTS（J）",信用返済売,"無期限"," 特定 ","申告",200,1533.2,67,--,"2026/05/28",12373
"2026/05/26","Ｓａｎｓａｎ","4443","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,1533.1,33,--,"2026/05/28",6177
"2026/05/26","Ｓａｎｓａｎ","4443","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,1533.1,33,--,"2026/05/28",6177
"2026/05/26","Ｓａｎｓａｎ","4443","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,1533.1,23,--,"2026/05/28",337
"2026/05/26","Ｓａｎｓａｎ","4443","PTS（J）",信用返済売,"無期限"," 特定 ","申告",100,1533.1,33,--,"2026/05/28",6177
"2026/05/26","ユニオンツール","6278","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,21890,348,--,"2026/05/28",-80348
"2026/05/26","ＴＤＫ","6762","東証",信用返済売,"無期限"," 特定 ","申告",100,3646,57,--,"2026/05/28",-9037
"2026/05/26","ＴＤＫ","6762","東証",信用返済売,"無期限"," 特定 ","申告",100,3646,57,--,"2026/05/28",-9147
"2026/05/26","ＴＤＫ","6762","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,3646,57,--,"2026/05/28",-9057
"2026/05/26","ＴＤＫ","6762","PTS（X）",信用返済売,"無期限"," 特定 ","申告",300,3646,171,--,"2026/05/28",-27111
"2026/05/26","ニチコン","6996","PTS（X）",信用返済売,"無期限"," 特定 ","申告",200,3739.5,331,--,"2026/05/28",129569
"2026/05/26","アストロスケールホールディングス","186A","東証",信用新規買,"無期限"," 特定 ","--",700,2779,--,--,"2026/05/28",--
"2026/05/26","アストロスケールホールディングス","186A","PTS（X）",信用新規買,"無期限"," 特定 ","--",100,2778.9,--,--,"2026/05/28",--
"2026/05/26","セプテーニ・ホールディングス","4293","東証",信用新規買,"無期限"," 特定 ","--",1000,546,--,--,"2026/05/28",--
"2026/05/26","第一工業製薬","4461","東証",信用新規買,"無期限"," 特定 ","--",200,10520,--,--,"2026/05/28",--
"2026/05/26","第一工業製薬","4461","東証",信用新規買,"無期限"," 特定 ","--",100,10500,--,--,"2026/05/28",--
"2026/05/26","能美防災","6744","東証",信用新規買,"無期限"," 特定 ","--",100,4955,--,--,"2026/05/28",--
"2026/05/26","能美防災","6744","PTS（J）",信用新規買,"無期限"," 特定 ","--",100,4954,--,--,"2026/05/28",--
"2026/05/26","能美防災","6744","PTS（X）",信用新規買,"無期限"," 特定 ","--",100,4955,--,--,"2026/05/28",--
"2026/05/26","能美防災","6744","PTS（J）",信用新規買,"無期限"," 特定 ","--",200,4953.5,--,--,"2026/05/28",--
"2026/05/26","日本ケミコン","6997","東証",信用新規買,"無期限"," 特定 ","--",200,4120,--,--,"2026/05/28",--
"2026/05/26","武蔵精密工業","7220","東証",信用新規買,"無期限"," 特定 ","--",100,6820,--,--,"2026/05/28",--
"2026/05/26","ソフトバンクグループ","9984","東証",信用新規買,"無期限"," 特定 ","--",100,7903,--,--,"2026/05/28",--
"2026/05/26","ソフトバンクグループ","9984","PTS（X）",信用新規買,"無期限"," 特定 ","--",200,7902.9,--,--,"2026/05/28",--
"2026/05/26","日経平均ベア２倍上場投信","1360","PTS（X）",信用新規買,"無期限"," 特定 ","--",2000,75.9,--,--,"2026/05/28",--
"2026/05/27","アストロスケールホールディングス","186A","東証",信用返済売,"無期限"," 特定 ","申告",700,2683,298,--,"2026/05/29",-67498
"2026/05/27","アストロスケールホールディングス","186A","東証",信用返済売,"無期限"," 特定 ","申告",100,2683,42,--,"2026/05/29",-9632
"2026/05/27","第一工業製薬","4461","PTS（O）",信用返済売,"無期限"," 特定 ","申告",100,10465,161,--,"2026/05/29",-5661
"2026/05/27","第一工業製薬","4461","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,10463,161,--,"2026/05/29",-3861
"2026/05/27","第一工業製薬","4461","PTS（O）",信用返済売,"無期限"," 特定 ","申告",100,10464,161,--,"2026/05/29",-5761
"2026/05/27","能美防災","6744","PTS（O）",信用返済売,"無期限"," 特定 ","申告",100,4778.5,76,--,"2026/05/29",-17576
"2026/05/27","能美防災","6744","PTS（O）",信用返済売,"無期限"," 特定 ","申告",100,4778,76,--,"2026/05/29",-17776
"2026/05/27","能美防災","6744","PTS（O）",信用返済売,"無期限"," 特定 ","申告",100,4777.5,76,--,"2026/05/29",-17826
"2026/05/27","能美防災","6744","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,4777.5,76,--,"2026/05/29",-17726
"2026/05/27","能美防災","6744","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,4778.5,75,--,"2026/05/29",-17575
"2026/05/27","日本ケミコン","6997","PTS（O）",信用返済売,"無期限"," 特定 ","申告",100,3860.5,104,--,"2026/05/29",44496
"2026/05/27","日本ケミコン","6997","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,3860.5,103,--,"2026/05/29",49447
"2026/05/27","日本ケミコン","6997","PTS（X）",信用返済売,"無期限"," 特定 ","申告",200,3860,209,--,"2026/05/29",88791
