ETF Code,ETF Name,Fund Cash Component,Shares Outstanding,Fund Date
2083,NEXT FUNDS Japan Growth Equity Active Exchange Traded Fund,33024792.0000,930000,20260330

Code,Name,ISIN,Exchange,Currency,Shares Amount,Stock Price
1605,INPEX CORPORATION,JP3294460005,TSE,JPY,6000.0000000000,4900
1925,DAIWA HOUSE INDS,JP3505000004,TSE,JPY,2000.0000000000,4940
2001,NIPPN CORPORATION,JP3723000000,TSE,JPY,6300.0000000000,2735
2802,AJINOMOTO CO INC,JP3119600009,TSE,JPY,1300.0000000000,4506
285A,KIOXIA HLDGS CORP,JP3236330001,TSE,JPY,800.0000000000,20270
3064,MONOTARO CO.LTD,JP3922950005,TSE,JPY,35600.0000000000,1775.5
3382,SEVEN & I HOLDINGS,JP3422950000,TSE,JPY,31300.0000000000,2126.5
3891,NIPPON KODOSHI,JP3707000000,TSE,JPY,14700.0000000000,3680
3923,RAKUS CO LTD,JP3967170006,TSE,JPY,400.0000000000,751.1
4022,RASA INDUSTRIES,JP3967400007,TSE,JPY,24000.0000000000,1586.8
4046,OSAKA SODA CO LTD,JP3485900009,TSE,JPY,17300.0000000000,1814
4063,SHIN-ETSU CHEMICAL,JP3371200001,TSE,JPY,6700.0000000000,6087
4071,PLUS ALPHA CONSULT,JP3832700003,TSE,JPY,600.0000000000,2140
4088,AIR WATER INC,JP3160670000,TSE,JPY,11000.0000000000,2135.5
4403,NOF CORP,JP3753400005,TSE,JPY,1800.0000000000,3207
4461,DKS CO. LTD.,JP3475000000,TSE,JPY,3600.0000000000,7790
4516,NIPPON SHINYAKU CO,JP3717600005,TSE,JPY,7800.0000000000,5305
4519,CHUGAI PHARM CO,JP3519400000,TSE,JPY,5100.0000000000,8540
4536,SANTEN PHARM CO,JP3336000009,TSE,JPY,16700.0000000000,1768
4568,DAIICHI SANKYO COM,JP3475350009,TSE,JPY,14500.0000000000,2891
4613,KANSAI PAINT CO,JP3229400001,TSE,JPY,4800.0000000000,2425.5
4617,CHUGOKU MAR PAINTS,JP3522600000,TSE,JPY,1400.0000000000,3482
4666,PARK 24 CO LTD,JP3780100008,TSE,JPY,23000.0000000000,1987
4684,OBIC CO LTD,JP3173400007,TSE,JPY,1500.0000000000,3870
4686,JUSTSYSTEMS CORP,JP3388450003,TSE,JPY,4900.0000000000,3478
4812,DENTSU SOKEN INC,JP3551530003,TSE,JPY,13100.0000000000,1987
5334,NITERRA CO LTD,JP3738600000,TSE,JPY,600.0000000000,7621
5631,JAPAN STEEL WORKS,JP3721400004,TSE,JPY,7400.0000000000,9154
5801,FURUKAWA ELECTRIC,JP3827200001,TSE,JPY,4500.0000000000,30730
5802,SUMITOMO ELECTRIC,JP3407400005,TSE,JPY,2900.0000000000,9412
5803,FUJIKURA,JP3811000003,TSE,JPY,20399.9592000000,4585.00917
5991,NHK SPRING CO LTD,JP3742600004,TSE,JPY,7900.0000000000,2541.5
6098,RECRUIT HLDGS CO L,JP3970300004,TSE,JPY,22000.0000000000,6506.5
6134,FUJI CORPORATION,JP3809200003,TSE,JPY,2100.0000000000,4966
6146,DISCO CORPORATION,JP3548600000,TSE,JPY,800.0000000000,66222
6301,KOMATSU,JP3304200003,TSE,JPY,1100.0000000000,6370
6331,MITSUBISHI KAKOKI,JP3896000001,TSE,JPY,900.0000000000,3055
6361,EBARA CORP,JP3166000004,TSE,JPY,3100.0000000000,4465
6367,DAIKIN INDUSTRIES,JP3481800005,TSE,JPY,4400.0000000000,19270
6383,DAIFUKU CO LTD,JP3497400006,TSE,JPY,1900.0000000000,5755
6501,HITACHI,JP3788600009,TSE,JPY,700.0000000000,4716
6504,FUJI ELECTRIC CO.,JP3820000002,TSE,JPY,7000.0000000000,11329
6702,FUJITSU,JP3818000006,TSE,JPY,2700.0000000000,3231
6750,ELECOM CO,JP3168200008,TSE,JPY,10300.0000000000,1627
6754,ANRITSU CORP,JP3128800004,TSE,JPY,5000.0000000000,2792
6758,SONY GROUP CORPORA,JP3435000009,TSE,JPY,28300.0000000000,3196.5
6762,TDK CORP,JP3538800008,TSE,JPY,1300.0000000000,2092.5
6845,AZBIL CORP,JP3937200008,TSE,JPY,22700.0000000000,1403.5
6861,KEYENCE CORP,JP3236200006,TSE,JPY,500.0000000000,57330
6869,SYSMEX CORP,JP3351100007,TSE,JPY,1100.0000000000,1383
6951,JEOL LTD,JP3735000006,TSE,JPY,7100.0000000000,5901
6954,FANUC CORP,JP3802400006,TSE,JPY,6400.0000000000,5677.93
6981,MURATA MFG CO,JP3914400001,TSE,JPY,39500.0000000000,3715
