ETF Code,ETF Name,Fund Cash Component,Shares Outstanding,Fund Date
2083,NEXT FUNDS Japan Growth Equity Active Exchange Traded Fund,34199988.0000,960000,20260729

Code,Name,ISIN,Exchange,Currency,Shares Amount,Stock Price
1605,INPEX CORPORATION,JP3294460005,TSE,JPY,21600.0000000000,3566
1812,KAJIMA CORP,JP3210200006,TSE,JPY,8500.0000000000,5485
1925,DAIWA HOUSE INDS,JP3505000004,TSE,JPY,2000.0000000000,4765
1944,KINDEN CORP,JP3263000006,TSE,JPY,6200.0000000000,7696
285A,KIOXIA HLDGS CORP,JP3236330001,TSE,JPY,1500.0000000000,44550
3064,MONOTARO CO.LTD,JP3922950005,TSE,JPY,114000.0000000000,1977
3382,SEVEN & I HOLDINGS,JP3422950000,TSE,JPY,5200.0000000000,2205.5
3563,FOOD & LIFE COMPAN,JP3397150008,TSE,JPY,4600.0000000000,5736
3769,GMO PAYMENT GATEWA,JP3385890003,TSE,JPY,3800.0000000000,9855
3891,NIPPON KODOSHI,JP3707000000,TSE,JPY,7200.0000000000,6050
4022,RASA INDUSTRIES,JP3967400007,TSE,JPY,3500.0000000000,1719
4061,DENKA COMPANY LTD,JP3549600009,TSE,JPY,4900.0000000000,3402
4063,SHIN-ETSU CHEMICAL,JP3371200001,TSE,JPY,14600.0000000000,5872
4403,NOF CORP,JP3753400005,TSE,JPY,7100.0000000000,2794
4461,DKS CO. LTD.,JP3475000000,TSE,JPY,500.0000000000,9020
4519,CHUGAI PHARM CO,JP3519400000,TSE,JPY,6700.0000000000,6999
4568,DAIICHI SANKYO COM,JP3475350009,TSE,JPY,19100.0000000000,2889.5
4613,KANSAI PAINT CO,JP3229400001,TSE,JPY,3300.0000000000,2794
4666,PARK 24 CO LTD,JP3780100008,TSE,JPY,5700.0000000000,2020
4684,OBIC CO LTD,JP3173400007,TSE,JPY,11300.0000000000,4567
4686,JUSTSYSTEMS CORP,JP3388450003,TSE,JPY,16300.0000000000,3940
4919,MILBON CO LTD,JP3910650005,TSE,JPY,10000.0000000000,2848
5076,INFRONEER HLDGS IN,JP3153850007,TSE,JPY,13500.0000000000,2712.5
5631,JAPAN STEEL WORKS,JP3721400004,TSE,JPY,13900.0000000000,7429
6005,MIURA CO LTD,JP3880800002,TSE,JPY,4400.0000000000,3168
6055,JAPAN MATERIAL CO,JP3389680004,TSE,JPY,8800.0000000000,2103
6098,RECRUIT HLDGS CO L,JP3970300004,TSE,JPY,14400.0000000000,12595
6134,FUJI CORPORATION,JP3809200003,TSE,JPY,7500.0000000000,6806
6146,DISCO CORPORATION,JP3548600000,TSE,JPY,100.0000000000,54900
6301,KOMATSU,JP3304200003,TSE,JPY,1100.0000000000,6750
6331,MITSUBISHI KAKOKI,JP3896000001,TSE,JPY,900.0000000000,3235
6361,EBARA CORP,JP3166000004,TSE,JPY,7700.0000000000,5151
6367,DAIKIN INDUSTRIES,JP3481800005,TSE,JPY,600.0000000000,23745
6501,HITACHI,JP3788600009,TSE,JPY,26300.0000000000,4890
6504,FUJI ELECTRIC CO.,JP3820000002,TSE,JPY,2200.0000000000,12420
6702,FUJITSU,JP3818000006,TSE,JPY,18000.0000000000,3700
6758,SONY GROUP CORPORA,JP3435000009,TSE,JPY,50600.0000000000,3662
6762,TDK CORP,JP3538800008,TSE,JPY,1300.0000000000,2927.5
6845,AZBIL CORP,JP3937200008,TSE,JPY,6700.0000000000,1638
6857,ADVANTEST CORP,JP3122400009,TSE,JPY,100.0000000000,25510
6861,KEYENCE CORP,JP3236200006,TSE,JPY,700.0000000000,70950
6871,MICRONICS JAPAN CO,JP3750400008,TSE,JPY,1600.0000000000,12960
6951,JEOL LTD,JP3735000006,TSE,JPY,8300.0000000000,7812
6954,FANUC CORP,JP3802400006,TSE,JPY,15500.0000000000,6373
6981,MURATA MFG CO,JP3914400001,TSE,JPY,32100.0000000000,7153
7182,JAPAN POST BANK CO,JP3946750001,TSE,JPY,4400.0000000000,3256
7202,ISUZU MOTORS,JP3137200006,TSE,JPY,13900.0000000000,2431
7203,TOYOTA MOTOR CORP,JP3633400001,TSE,JPY,94800.0000000000,3008
7366,LITALICO INC,JP3974470001,TSE,JPY,7800.0000000000,1588
7532,PAN PACIFIC INTL H,JP3639650005,TSE,JPY,79900.0000000000,923.8
7550,ZENSHO HOLDINGS,JP3429300001,TSE,JPY,3400.0000000000,9854
7730,MANI INC,JP3869920003,TSE,JPY,8800.0000000000,1514
7741,HOYA CORP,JP3837800006,TSE,JPY,2900.0000000000,23685
7747,ASAHI INTECC CO LT,JP3110650003,TSE,JPY,1100.0000000000,3570
7832,BANDAI NAMCO HLDGS,JP3778630008,TSE,JPY,9000.0000000000,4522
7936,ASICS CORP,JP3118000003,TSE,JPY,22400.0000000000,4863
8001,ITOCHU CORP,JP3143600009,TSE,JPY,15600.0000000000,1998.5
8002,MARUBENI CORP,JP3877600001,TSE,JPY,2700.0000000000,5272
