ETF Code,ETF Name,Fund Cash Component,Shares Outstanding,Fund Date
2083,NEXT FUNDS Japan Growth Equity Active Exchange Traded Fund,13585867.0000,930000,20260327

Code,Name,ISIN,Exchange,Currency,Shares Amount,Stock Price
1605,INPEX CORPORATION,JP3294460005,TSE,JPY,6900.0000000000,4687
1925,DAIWA HOUSE INDS,JP3505000004,TSE,JPY,2000.0000000000,5055
2001,NIPPN CORPORATION,JP3723000000,TSE,JPY,7900.0000000000,2757
2802,AJINOMOTO CO INC,JP3119600009,TSE,JPY,1300.0000000000,4514
285A,KIOXIA HLDGS CORP,JP3236330001,TSE,JPY,1800.0000000000,21165
3064,MONOTARO CO.LTD,JP3922950005,TSE,JPY,35600.0000000000,1783
3382,SEVEN & I HOLDINGS,JP3422950000,TSE,JPY,39000.0000000000,2100.5
3891,NIPPON KODOSHI,JP3707000000,TSE,JPY,14000.0000000000,3770
3923,RAKUS CO LTD,JP3967170006,TSE,JPY,400.0000000000,735.4
4022,RASA INDUSTRIES,JP3967400007,TSE,JPY,4300.0000000000,8030
4046,OSAKA SODA CO LTD,JP3485900009,TSE,JPY,17300.0000000000,1834
4063,SHIN-ETSU CHEMICAL,JP3371200001,TSE,JPY,6700.0000000000,6291
4071,PLUS ALPHA CONSULT,JP3832700003,TSE,JPY,600.0000000000,2138
4088,AIR WATER INC,JP3160670000,TSE,JPY,11000.0000000000,2149.5
4403,NOF CORP,JP3753400005,TSE,JPY,1800.0000000000,3194
4461,DKS CO. LTD.,JP3475000000,TSE,JPY,3100.0000000000,8070
4516,NIPPON SHINYAKU CO,JP3717600005,TSE,JPY,7800.0000000000,5292
4519,CHUGAI PHARM CO,JP3519400000,TSE,JPY,5100.0000000000,8451
4536,SANTEN PHARM CO,JP3336000009,TSE,JPY,19800.0000000000,1757.5
4568,DAIICHI SANKYO COM,JP3475350009,TSE,JPY,14500.0000000000,2874.5
4613,KANSAI PAINT CO,JP3229400001,TSE,JPY,4800.0000000000,2469.5
4617,CHUGOKU MAR PAINTS,JP3522600000,TSE,JPY,1400.0000000000,3600
4666,PARK 24 CO LTD,JP3780100008,TSE,JPY,23000.0000000000,2008
4684,OBIC CO LTD,JP3173400007,TSE,JPY,1500.0000000000,3844
4686,JUSTSYSTEMS CORP,JP3388450003,TSE,JPY,4900.0000000000,3500
4812,DENTSU SOKEN INC,JP3551530003,TSE,JPY,14700.0000000000,1951
5334,NITERRA CO LTD,JP3738600000,TSE,JPY,600.0000000000,7722
5631,JAPAN STEEL WORKS,JP3721400004,TSE,JPY,7400.0000000000,9483
5801,FURUKAWA ELECTRIC,JP3827200001,TSE,JPY,3700.0000000000,32210
5802,SUMITOMO ELECTRIC,JP3407400005,TSE,JPY,2900.0000000000,9885
5803,FUJIKURA,JP3811000003,TSE,JPY,2900.0000000000,28115
5991,NHK SPRING CO LTD,JP3742600004,TSE,JPY,7900.0000000000,2656
6098,RECRUIT HLDGS CO L,JP3970300004,TSE,JPY,22000.0000000000,6399
6134,FUJI CORPORATION,JP3809200003,TSE,JPY,2100.0000000000,5154
6146,DISCO CORPORATION,JP3548600000,TSE,JPY,800.0000000000,67490
6301,KOMATSU,JP3304200003,TSE,JPY,1100.0000000000,6434
6331,MITSUBISHI KAKOKI,JP3896000001,TSE,JPY,900.0000000000,3165
6361,EBARA CORP,JP3166000004,TSE,JPY,3100.0000000000,4642
6367,DAIKIN INDUSTRIES,JP3481800005,TSE,JPY,4400.0000000000,20510
6383,DAIFUKU CO LTD,JP3497400006,TSE,JPY,1900.0000000000,5861
6501,HITACHI,JP3788600009,TSE,JPY,700.0000000000,4757
6504,FUJI ELECTRIC CO.,JP3820000002,TSE,JPY,6400.0000000000,11440
6702,FUJITSU,JP3818000006,TSE,JPY,2700.0000000000,3261
6750,ELECOM CO,JP3168200008,TSE,JPY,10300.0000000000,1648
6754,ANRITSU CORP,JP3128800004,TSE,JPY,5000.0000000000,2907.5
6758,SONY GROUP CORPORA,JP3435000009,TSE,JPY,28300.0000000000,3218
6762,TDK CORP,JP3538800008,TSE,JPY,1300.0000000000,2096.5
6845,AZBIL CORP,JP3937200008,TSE,JPY,22700.0000000000,1414.5
6861,KEYENCE CORP,JP3236200006,TSE,JPY,500.0000000000,57730
6869,SYSMEX CORP,JP3351100007,TSE,JPY,1100.0000000000,1365
6951,JEOL LTD,JP3735000006,TSE,JPY,7100.0000000000,5940
6954,FANUC CORP,JP3802400006,TSE,JPY,5400.0000000000,5840
6981,MURATA MFG CO,JP3914400001,TSE,JPY,39500.0000000000,3723
7182,JAPAN POST BANK CO,JP3946750001,TSE,JPY,5600.0000000000,2633
7202,ISUZU MOTORS,JP3137200006,TSE,JPY,8100.0000000000,2304.5
7203,TOYOTA MOTOR CORP,JP3633400001,TSE,JPY,60500.0000000000,3388
7366,LITALICO INC,JP3974470001,TSE,JPY,5500.0000000000,1233
7532,PAN PACIFIC INTL H,JP3639650005,TSE,JPY,29700.0000000000,970.9
7730,MANI INC,JP3869920003,TSE,JPY,17900.0000000000,1542
7741,HOYA CORP,JP3837800006,TSE,JPY,1900.0000000000,28090
7747,ASAHI INTECC CO LT,JP3110650003,TSE,JPY,3900.0000000000,3279
7832,BANDAI NAMCO HLDGS,JP3778630008,TSE,JPY,13600.0000000000,4010
7846,PILOT CORP (NEW),JP3780610006,TSE,JPY,7600.0000000000,4815
7936,ASICS CORP,JP3118000003,TSE,JPY,6700.0000000000,4363
8001,ITOCHU CORP,JP3143600009,TSE,JPY,5200.0000000000,2062
8015,TOYOTA TSUSHO CORP,JP3635000007,TSE,JPY,2300.0000000000,6215
8035,TOKYO ELECTRON,JP3571400005,TSE,JPY,2200.0000000000,40530
8053,SUMITOMO CORP,JP3404600003,TSE,JPY,11000.0000000000,5887
8111,GOLDWIN INC,JP3306600002,TSE,JPY,22400.0000000000,2279
8306,MITSUBISHI UFJ FIN,JP3902900004,TSE,JPY,7700.0000000000,2700.5
8750,DAI-ICHI LIFE HOLD,JP3476480003,TSE,JPY,8200.0000000000,1438
8766,TOKIO MARINE HLDG,JP3910660004,TSE,JPY,2200.0000000000,7587
8830,SUMITOMO RLTY&DEV,JP3409000001,TSE,JPY,15600.0000000000,4587
9433,KDDI CORP,JP3496400007,TSE,JPY,2200.0000000000,2710
9697,CAPCOM CO LTD,JP3218900003,TSE,JPY,7200.0000000000,3305
9735,SECOM CO,JP3421800008,TSE,JPY,7400.0000000000,5909
9830,TRUSCO NAKAYAMA,JP3635500006,TSE,JPY,8700.0000000000,2336
9983,FAST RETAILING CO,JP3802300008,TSE,JPY,800.0000000000,61870
