ETF Code,ETF Name,Fund Cash Component,Shares Outstanding,Fund Date
2083,NEXT FUNDS Japan Growth Equity Active Exchange Traded Fund,60373408.0000,930000,20260421

Code,Name,ISIN,Exchange,Currency,Shares Amount,Stock Price
1605,INPEX CORPORATION,JP3294460005,TSE,JPY,15400.0000000000,3843
1925,DAIWA HOUSE INDS,JP3505000004,TSE,JPY,2000.0000000000,4912
2001,NIPPN CORPORATION,JP3723000000,TSE,JPY,5300.0000000000,2678
2802,AJINOMOTO CO INC,JP3119600009,TSE,JPY,1300.0000000000,4607
285A,KIOXIA HLDGS CORP,JP3236330001,TSE,JPY,100.0000000000,30510
3064,MONOTARO CO.LTD,JP3922950005,TSE,JPY,69200.0000000000,1849
3382,SEVEN & I HOLDINGS,JP3422950000,TSE,JPY,25500.0000000000,2021
3891,NIPPON KODOSHI,JP3707000000,TSE,JPY,16700.0000000000,4395
3923,RAKUS CO LTD,JP3967170006,TSE,JPY,7200.0000000000,877
4022,RASA INDUSTRIES,JP3967400007,TSE,JPY,31900.0000000000,1777
4046,OSAKA SODA CO LTD,JP3485900009,TSE,JPY,2500.0000000000,1944
4063,SHIN-ETSU CHEMICAL,JP3371200001,TSE,JPY,6300.0000000000,6773
4071,PLUS ALPHA CONSULT,JP3832700003,TSE,JPY,2900.0000000000,2123
4088,AIR WATER INC,JP3160670000,TSE,JPY,8900.0000000000,2257
4403,NOF CORP,JP3753400005,TSE,JPY,1800.0000000000,3132
4461,DKS CO. LTD.,JP3475000000,TSE,JPY,5600.0000000000,8210
4516,NIPPON SHINYAKU CO,JP3717600005,TSE,JPY,6900.0000000000,5105
4519,CHUGAI PHARM CO,JP3519400000,TSE,JPY,2200.0000000000,8844
4568,DAIICHI SANKYO COM,JP3475350009,TSE,JPY,21000.0000000000,3000
4613,KANSAI PAINT CO,JP3229400001,TSE,JPY,4800.0000000000,2421.5
4666,PARK 24 CO LTD,JP3780100008,TSE,JPY,23000.0000000000,1980.5
4684,OBIC CO LTD,JP3173400007,TSE,JPY,3700.0000000000,4267
4686,JUSTSYSTEMS CORP,JP3388450003,TSE,JPY,4900.0000000000,3615
5334,NITERRA CO LTD,JP3738600000,TSE,JPY,600.0000000000,8428
5631,JAPAN STEEL WORKS,JP3721400004,TSE,JPY,9400.0000000000,9129
5801,FURUKAWA ELECTRIC,JP3827200001,TSE,JPY,300.0000000000,43070
5802,SUMITOMO ELECTRIC,JP3407400005,TSE,JPY,6800.0000000000,9976
5803,FUJIKURA,JP3811000003,TSE,JPY,4500.0000000000,5529
5991,NHK SPRING CO LTD,JP3742600004,TSE,JPY,9200.0000000000,2568
6098,RECRUIT HLDGS CO L,JP3970300004,TSE,JPY,22000.0000000000,7625
6134,FUJI CORPORATION,JP3809200003,TSE,JPY,2300.0000000000,5740
6146,DISCO CORPORATION,JP3548600000,TSE,JPY,1000.0000000000,72950
6278,UNION TOOL CO,JP3950600001,TSE,JPY,500.0000000000,16530
6301,KOMATSU,JP3304200003,TSE,JPY,1100.0000000000,7000
6331,MITSUBISHI KAKOKI,JP3896000001,TSE,JPY,900.0000000000,3045
6361,EBARA CORP,JP3166000004,TSE,JPY,4200.0000000000,5131
6367,DAIKIN INDUSTRIES,JP3481800005,TSE,JPY,2200.0000000000,22240
6383,DAIFUKU CO LTD,JP3497400006,TSE,JPY,500.0000000000,6446
6501,HITACHI,JP3788600009,TSE,JPY,700.0000000000,5153
6504,FUJI ELECTRIC CO.,JP3820000002,TSE,JPY,7000.0000000000,11780
6702,FUJITSU,JP3818000006,TSE,JPY,2700.0000000000,3753
6750,ELECOM CO,JP3168200008,TSE,JPY,10300.0000000000,1651
6754,ANRITSU CORP,JP3128800004,TSE,JPY,2800.0000000000,3466
6758,SONY GROUP CORPORA,JP3435000009,TSE,JPY,28300.0000000000,3384
6762,TDK CORP,JP3538800008,TSE,JPY,1300.0000000000,2542
6845,AZBIL CORP,JP3937200008,TSE,JPY,8500.0000000000,1493.5
6857,ADVANTEST CORP,JP3122400009,TSE,JPY,1400.0000000000,27100
6861,KEYENCE CORP,JP3236200006,TSE,JPY,500.0000000000,64030
6951,JEOL LTD,JP3735000006,TSE,JPY,5100.0000000000,6161
6954,FANUC CORP,JP3802400006,TSE,JPY,7600.0000000000,6503
6976,TAIYO YUDEN CO LTD,JP3452000007,TSE,JPY,7900.0000000000,6222
6981,MURATA MFG CO,JP3914400001,TSE,JPY,42500.0000000000,4738
7182,JAPAN POST BANK CO,JP3946750001,TSE,JPY,26400.0000000000,2710
7202,ISUZU MOTORS,JP3137200006,TSE,JPY,9400.0000000000,2350
7203,TOYOTA MOTOR CORP,JP3633400001,TSE,JPY,60500.0000000000,3390
7366,LITALICO INC,JP3974470001,TSE,JPY,8600.0000000000,1276
7532,PAN PACIFIC INTL H,JP3639650005,TSE,JPY,20800.0000000000,959.3
7730,MANI INC,JP3869920003,TSE,JPY,13800.0000000000,1864
7741,HOYA CORP,JP3837800006,TSE,JPY,1400.0000000000,29645
7747,ASAHI INTECC CO LT,JP3110650003,TSE,JPY,6000.0000000000,3465
7832,BANDAI NAMCO HLDGS,JP3778630008,TSE,JPY,13600.0000000000,3932
7846,PILOT CORP (NEW),JP3780610006,TSE,JPY,6700.0000000000,4811
7936,ASICS CORP,JP3118000003,TSE,JPY,9500.0000000000,4609
8001,ITOCHU CORP,JP3143600009,TSE,JPY,1600.0000000000,1975.5
8015,TOYOTA TSUSHO CORP,JP3635000007,TSE,JPY,4600.0000000000,6284
8035,TOKYO ELECTRON,JP3571400005,TSE,JPY,2200.0000000000,44250
8053,SUMITOMO CORP,JP3404600003,TSE,JPY,13200.0000000000,6000
8111,GOLDWIN INC,JP3306600002,TSE,JPY,17200.0000000000,2291
8306,MITSUBISHI UFJ FIN,JP3902900004,TSE,JPY,9800.0000000000,2870.5
8750,DAIICHI LIFE GP,JP3476480003,TSE,JPY,21500.0000000000,1459
8766,TOKIO MARINE HLDG,JP3910660004,TSE,JPY,6500.0000000000,7175
8830,SUMITOMO RLTY&DEV,JP3409000001,TSE,JPY,9500.0000000000,4688
9433,KDDI CORP,JP3496400007,TSE,JPY,5800.0000000000,2626.5
9697,CAPCOM CO LTD,JP3218900003,TSE,JPY,3500.0000000000,3746
9735,SECOM CO,JP3421800008,TSE,JPY,9900.0000000000,6010
9830,TRUSCO NAKAYAMA,JP3635500006,TSE,JPY,8700.0000000000,2345
9983,FAST RETAILING CO,JP3802300008,TSE,JPY,900.0000000000,74650
