ETF Code,ETF Name,Fund Cash Component,Shares Outstanding,Fund Date
2083,NEXT FUNDS Japan Growth Equity Active Exchange Traded Fund,28189341.0000,930000,20260331

Code,Name,ISIN,Exchange,Currency,Shares Amount,Stock Price
1605,INPEX CORPORATION,JP3294460005,TSE,JPY,6000.0000000000,4892
1925,DAIWA HOUSE INDS,JP3505000004,TSE,JPY,2000.0000000000,4929
2001,NIPPN CORPORATION,JP3723000000,TSE,JPY,6300.0000000000,2724
2802,AJINOMOTO CO INC,JP3119600009,TSE,JPY,1300.0000000000,4447
285A,KIOXIA HLDGS CORP,JP3236330001,TSE,JPY,800.0000000000,20020
3064,MONOTARO CO.LTD,JP3922950005,TSE,JPY,35600.0000000000,1725
3382,SEVEN & I HOLDINGS,JP3422950000,TSE,JPY,25500.0000000000,2136
3891,NIPPON KODOSHI,JP3707000000,TSE,JPY,14700.0000000000,3515
3923,RAKUS CO LTD,JP3967170006,TSE,JPY,400.0000000000,735.5
4022,RASA INDUSTRIES,JP3967400007,TSE,JPY,24000.0000000000,1609
4046,OSAKA SODA CO LTD,JP3485900009,TSE,JPY,17300.0000000000,1737
4063,SHIN-ETSU CHEMICAL,JP3371200001,TSE,JPY,6700.0000000000,6217
4071,PLUS ALPHA CONSULT,JP3832700003,TSE,JPY,600.0000000000,2028
4088,AIR WATER INC,JP3160670000,TSE,JPY,11000.0000000000,2139
4403,NOF CORP,JP3753400005,TSE,JPY,1800.0000000000,3190
4461,DKS CO. LTD.,JP3475000000,TSE,JPY,3600.0000000000,7510
4516,NIPPON SHINYAKU CO,JP3717600005,TSE,JPY,7800.0000000000,5165
4519,CHUGAI PHARM CO,JP3519400000,TSE,JPY,5100.0000000000,8660
4536,SANTEN PHARM CO,JP3336000009,TSE,JPY,12700.0000000000,1766
4568,DAIICHI SANKYO COM,JP3475350009,TSE,JPY,14500.0000000000,2816.5
4613,KANSAI PAINT CO,JP3229400001,TSE,JPY,4800.0000000000,2369
4617,CHUGOKU MAR PAINTS,JP3522600000,TSE,JPY,1400.0000000000,3335
4666,PARK 24 CO LTD,JP3780100008,TSE,JPY,23000.0000000000,1931.5
4684,OBIC CO LTD,JP3173400007,TSE,JPY,1500.0000000000,3802
4686,JUSTSYSTEMS CORP,JP3388450003,TSE,JPY,4900.0000000000,3455
4812,DENTSU SOKEN INC,JP3551530003,TSE,JPY,13100.0000000000,1950
5334,NITERRA CO LTD,JP3738600000,TSE,JPY,600.0000000000,7329
5631,JAPAN STEEL WORKS,JP3721400004,TSE,JPY,7900.0000000000,8806
5801,FURUKAWA ELECTRIC,JP3827200001,TSE,JPY,4500.0000000000,30950
5802,SUMITOMO ELECTRIC,JP3407400005,TSE,JPY,3800.0000000000,9000
5803,FUJIKURA,JP3811000003,TSE,JPY,20900.0000000000,4505
5991,NHK SPRING CO LTD,JP3742600004,TSE,JPY,7900.0000000000,2473.5
6098,RECRUIT HLDGS CO L,JP3970300004,TSE,JPY,22000.0000000000,6316
6134,FUJI CORPORATION,JP3809200003,TSE,JPY,2100.0000000000,4750
6146,DISCO CORPORATION,JP3548600000,TSE,JPY,900.0000000000,64250
6301,KOMATSU,JP3304200003,TSE,JPY,1100.0000000000,6000
6331,MITSUBISHI KAKOKI,JP3896000001,TSE,JPY,900.0000000000,3005
6361,EBARA CORP,JP3166000004,TSE,JPY,3100.0000000000,4253
6367,DAIKIN INDUSTRIES,JP3481800005,TSE,JPY,4400.0000000000,18985
