ETF Code,ETF Name,Fund Cash Component,Shares Outstanding,Fund Date
2083,NEXT FUNDS Japan Growth Equity Active Exchange Traded Fund,192460606.0000,930000,20260224

Code,Name,ISIN,Exchange,Currency,Shares Amount,Stock Price
1925,DAIWA HOUSE INDS,JP3505000004,TSE,JPY,2000.0000000000,5515
2001,NIPPN CORPORATION,JP3723000000,TSE,JPY,7700.0000000000,2820
2802,AJINOMOTO CO INC,JP3119600009,TSE,JPY,1300.0000000000,4602
285A,KIOXIA HLDGS CORP,JP3236330001,TSE,JPY,1400.0000000000,20560
3064,MONOTARO CO.LTD,JP3922950005,TSE,JPY,20000.0000000000,2075
3110,NITTO BOSEKI CO,JP3684400009,TSE,JPY,100.0000000000,21200
3382,SEVEN & I HOLDINGS,JP3422950000,TSE,JPY,43300.0000000000,2191
3891,NIPPON KODOSHI,JP3707000000,TSE,JPY,10700.0000000000,3970
3923,RAKUS CO LTD,JP3967170006,TSE,JPY,400.0000000000,766.1
4022,RASA INDUSTRIES,JP3967400007,TSE,JPY,6200.0000000000,9850
4046,OSAKA SODA CO LTD,JP3485900009,TSE,JPY,12900.0000000000,2385
4063,SHIN-ETSU CHEMICAL,JP3371200001,TSE,JPY,1100.0000000000,5750
4071,PLUS ALPHA CONSULT,JP3832700003,TSE,JPY,600.0000000000,2038
4088,AIR WATER INC,JP3160670000,TSE,JPY,11000.0000000000,2101.5
4403,NOF CORP,JP3753400005,TSE,JPY,1800.0000000000,2970
4461,DKS CO. LTD.,JP3475000000,TSE,JPY,3400.0000000000,11310
4516,NIPPON SHINYAKU CO,JP3717600005,TSE,JPY,8300.0000000000,5015
4519,CHUGAI PHARM CO,JP3519400000,TSE,JPY,1300.0000000000,9930
4536,SANTEN PHARM CO,JP3336000009,TSE,JPY,31100.0000000000,1716
4568,DAIICHI SANKYO COM,JP3475350009,TSE,JPY,29100.0000000000,2918.5
4613,KANSAI PAINT CO,JP3229400001,TSE,JPY,4800.0000000000,2728.5
4617,CHUGOKU MAR PAINTS,JP3522600000,TSE,JPY,3200.0000000000,4595
4666,PARK 24 CO LTD,JP3780100008,TSE,JPY,18600.0000000000,2145
4684,OBIC CO LTD,JP3173400007,TSE,JPY,3500.0000000000,3883
4686,JUSTSYSTEMS CORP,JP3388450003,TSE,JPY,1500.0000000000,4000
5334,NITERRA CO LTD,JP3738600000,TSE,JPY,2600.0000000000,7793
5631,JAPAN STEEL WORKS,JP3721400004,TSE,JPY,3200.0000000000,10020
5801,FURUKAWA ELECTRIC,JP3827200001,TSE,JPY,5300.0000000000,23335
5802,SUMITOMO ELECTRIC,JP3407400005,TSE,JPY,5700.0000000000,9748
5991,NHK SPRING CO LTD,JP3742600004,TSE,JPY,5100.0000000000,3019
6098,RECRUIT HLDGS CO L,JP3970300004,TSE,JPY,20900.0000000000,6284
6134,FUJI CORPORATION,JP3809200003,TSE,JPY,1600.0000000000,5601
6146,DISCO CORPORATION,JP3548600000,TSE,JPY,100.0000000000,74060
6301,KOMATSU,JP3304200003,TSE,JPY,2300.0000000000,7541
6331,MITSUBISHI KAKOKI,JP3896000001,TSE,JPY,3700.0000000000,3920
6361,EBARA CORP,JP3166000004,TSE,JPY,1600.0000000000,5638
6367,DAIKIN INDUSTRIES,JP3481800005,TSE,JPY,5600.0000000000,19730
6383,DAIFUKU CO LTD,JP3497400006,TSE,JPY,1900.0000000000,6325
6501,HITACHI,JP3788600009,TSE,JPY,1300.0000000000,4930
