ETF Code,ETF Name,Fund Cash Component,Shares Outstanding,Fund Date
2083,NEXT FUNDS Japan Growth Equity Active Exchange Traded Fund,115375190.0000,930000,20260401

Code,Name,ISIN,Exchange,Currency,Shares Amount,Stock Price
1605,INPEX CORPORATION,JP3294460005,TSE,JPY,6000.0000000000,4678
1925,DAIWA HOUSE INDS,JP3505000004,TSE,JPY,2000.0000000000,4918
2001,NIPPN CORPORATION,JP3723000000,TSE,JPY,6300.0000000000,2713
2802,AJINOMOTO CO INC,JP3119600009,TSE,JPY,1300.0000000000,4397
285A,KIOXIA HLDGS CORP,JP3236330001,TSE,JPY,800.0000000000,19080
3064,MONOTARO CO.LTD,JP3922950005,TSE,JPY,35600.0000000000,1705
3382,SEVEN & I HOLDINGS,JP3422950000,TSE,JPY,25500.0000000000,2123.5
3891,NIPPON KODOSHI,JP3707000000,TSE,JPY,14700.0000000000,3440
3923,RAKUS CO LTD,JP3967170006,TSE,JPY,400.0000000000,743.2
4022,RASA INDUSTRIES,JP3967400007,TSE,JPY,24000.0000000000,1645
4046,OSAKA SODA CO LTD,JP3485900009,TSE,JPY,17300.0000000000,1707
4063,SHIN-ETSU CHEMICAL,JP3371200001,TSE,JPY,6700.0000000000,6259
4071,PLUS ALPHA CONSULT,JP3832700003,TSE,JPY,600.0000000000,2027
4088,AIR WATER INC,JP3160670000,TSE,JPY,11000.0000000000,2124.5
4403,NOF CORP,JP3753400005,TSE,JPY,1800.0000000000,3101
4461,DKS CO. LTD.,JP3475000000,TSE,JPY,3600.0000000000,7420
4516,NIPPON SHINYAKU CO,JP3717600005,TSE,JPY,7800.0000000000,5113
4519,CHUGAI PHARM CO,JP3519400000,TSE,JPY,5100.0000000000,8611
4536,SANTEN PHARM CO,JP3336000009,TSE,JPY,12700.0000000000,1785.5
4568,DAIICHI SANKYO COM,JP3475350009,TSE,JPY,14500.0000000000,2766
4613,KANSAI PAINT CO,JP3229400001,TSE,JPY,4800.0000000000,2343.5
4617,CHUGOKU MAR PAINTS,JP3522600000,TSE,JPY,1400.0000000000,3260
4666,PARK 24 CO LTD,JP3780100008,TSE,JPY,23000.0000000000,1887.5
4684,OBIC CO LTD,JP3173400007,TSE,JPY,1500.0000000000,3852
4686,JUSTSYSTEMS CORP,JP3388450003,TSE,JPY,4900.0000000000,3490
4812,DENTSU SOKEN INC,JP3551530003,TSE,JPY,13100.0000000000,1970
5334,NITERRA CO LTD,JP3738600000,TSE,JPY,600.0000000000,7227
5631,JAPAN STEEL WORKS,JP3721400004,TSE,JPY,7900.0000000000,8371
5801,FURUKAWA ELECTRIC,JP3827200001,TSE,JPY,2400.0000000000,28785
5802,SUMITOMO ELECTRIC,JP3407400005,TSE,JPY,3800.0000000000,8380
5803,FUJIKURA,JP3811000003,TSE,JPY,20900.0000000000,4090
5991,NHK SPRING CO LTD,JP3742600004,TSE,JPY,7900.0000000000,2424
6098,RECRUIT HLDGS CO L,JP3970300004,TSE,JPY,22000.0000000000,6526
6134,FUJI CORPORATION,JP3809200003,TSE,JPY,2100.0000000000,4661
6146,DISCO CORPORATION,JP3548600000,TSE,JPY,900.0000000000,61240
6301,KOMATSU,JP3304200003,TSE,JPY,1100.0000000000,6013
6331,MITSUBISHI KAKOKI,JP3896000001,TSE,JPY,900.0000000000,2914
6361,EBARA CORP,JP3166000004,TSE,JPY,3100.0000000000,4254
6367,DAIKIN INDUSTRIES,JP3481800005,TSE,JPY,4400.0000000000,18685
6383,DAIFUKU CO LTD,JP3497400006,TSE,JPY,1900.0000000000,5422
6501,HITACHI,JP3788600009,TSE,JPY,700.0000000000,4464
6504,FUJI ELECTRIC CO.,JP3820000002,TSE,JPY,7000.0000000000,10580
6702,FUJITSU,JP3818000006,TSE,JPY,2700.0000000000,3172
6750,ELECOM CO,JP3168200008,TSE,JPY,10300.0000000000,1595
6754,ANRITSU CORP,JP3128800004,TSE,JPY,5000.0000000000,2738
6758,SONY GROUP CORPORA,JP3435000009,TSE,JPY,28300.0000000000,3209
6762,TDK CORP,JP3538800008,TSE,JPY,1300.0000000000,1966
6845,AZBIL CORP,JP3937200008,TSE,JPY,22700.0000000000,1354
6861,KEYENCE CORP,JP3236200006,TSE,JPY,500.0000000000,54860
6869,SYSMEX CORP,JP3351100007,TSE,JPY,1100.0000000000,1368.5
6951,JEOL LTD,JP3735000006,TSE,JPY,7100.0000000000,5719
6954,FANUC CORP,JP3802400006,TSE,JPY,6400.0000000000,5302
6981,MURATA MFG CO,JP3914400001,TSE,JPY,40100.0000000000,3409
7182,JAPAN POST BANK CO,JP3946750001,TSE,JPY,5600.0000000000,2517.5
7202,ISUZU MOTORS,JP3137200006,TSE,JPY,9400.0000000000,2221
7203,TOYOTA MOTOR CORP,JP3633400001,TSE,JPY,60500.0000000000,3162
7366,LITALICO INC,JP3974470001,TSE,JPY,5500.0000000000,1133
7532,PAN PACIFIC INTL H,JP3639650005,TSE,JPY,25200.0000000000,968.2
7730,MANI INC,JP3869920003,TSE,JPY,13800.0000000000,1504
7741,HOYA CORP,JP3837800006,TSE,JPY,1900.0000000000,26550
7747,ASAHI INTECC CO LT,JP3110650003,TSE,JPY,3900.0000000000,3338
7832,BANDAI NAMCO HLDGS,JP3778630008,TSE,JPY,13600.0000000000,3867
7846,PILOT CORP (NEW),JP3780610006,TSE,JPY,7600.0000000000,4686
7936,ASICS CORP,JP3118000003,TSE,JPY,6700.0000000000,4156
8001,ITOCHU CORP,JP3143600009,TSE,JPY,5200.0000000000,1974.5
8015,TOYOTA TSUSHO CORP,JP3635000007,TSE,JPY,2300.0000000000,5950
8035,TOKYO ELECTRON,JP3571400005,TSE,JPY,2200.0000000000,37230
8053,SUMITOMO CORP,JP3404600003,TSE,JPY,12400.0000000000,5780
8111,GOLDWIN INC,JP3306600002,TSE,JPY,22400.0000000000,2212
8306,MITSUBISHI UFJ FIN,JP3902900004,TSE,JPY,7700.0000000000,2600
8750,DAI-ICHI LIFE HOLD,JP3476480003,TSE,JPY,8200.0000000000,1421
8766,TOKIO MARINE HLDG,JP3910660004,TSE,JPY,2200.0000000000,7308
8830,SUMITOMO RLTY&DEV,JP3409000001,TSE,JPY,9500.0000000000,4392
9433,KDDI CORP,JP3496400007,TSE,JPY,1100.0000000000,2723.5
9697,CAPCOM CO LTD,JP3218900003,TSE,JPY,6400.0000000000,3348
9735,SECOM CO,JP3421800008,TSE,JPY,7400.0000000000,6036
9830,TRUSCO NAKAYAMA,JP3635500006,TSE,JPY,8700.0000000000,2263
9983,FAST RETAILING CO,JP3802300008,TSE,JPY,800.0000000000,61630
